# Number of Traces
2967
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
65; 5; 90; 2.77556e-17; 6.93889e-18; -1.38778e-17; -0.297624; 0.0868975; 0.107217
66; 5; 92; 0; 0; 0; -0.653492; 0.874143; 0.181776
67; 5; 97; -2.77556e-17; -3.46945e-18; 1.38778e-17; -0.131558; -0.240114; 0.414737
68; 5; 98; -2.77556e-17; -3.46945e-18; 1.38778e-17; -0.185025; 0.00911666; 0.0181559
69; 5; 106; -2.77556e-17; -3.46945e-18; 1.38778e-17; 0.129575; 1.36382; -0.234178
70; 5; 110; 0; 0; 0; 0.113432; -0.11484; 0.0794411
71; 5; 111; 2.77556e-17; 6.93889e-18; -1.38778e-17; -0.344359; -0.0568164; 0.177257
72; 5; 112; 0; 0; 0; -0.114038; 0.0474443; -0.0332704
73; 5; 114; 0; 0; 0; -0.590293; 1.49364; 0.271714
74; 5; 120; -2.77556e-17; -3.46945e-18; 1.38778e-17; -0.173398; -0.0823015; 0.666999
75; 5; 126; 2.77556e-17; 6.93889e-18; -1.38778e-17; -0.0980284; -0.00206795; 0.00948089
76; 5; 134; 2.77556e-17; 6.93889e-18; -1.38778e-17; 0.162181; 0.807633; 1.51964
77; 5; 138; -2.77556e-17; -6.93889e-18; 2.77556e-17; 0.0586351; 0.265623; -0.148431
78; 5; 149; 0; 0; 0; 0.781446; 1.48124; 1.19246
79; 5; 162; 0; 0; 0; -0.52204; 0.566283; -0.119457
80; 5; 163; -2.77556e-17; -3.46945e-18; 1.38778e-17; -0.051603; 0.240661; -0.233236
81; 5; 164; 5.55112e-17; 1.04083e-17; -2.77556e-17; -0.432511; 0.320413; 0.161715
82; 5; 173; 5.55112e-17; 1.04083e-17; -2.77556e-17; -0.740171; 0.484784; 0.284513
83; 5; 175; 2.77556e-17; 6.93889e-18; -1.38778e-17; -0.630504; 0.364581; 1.22612
84; 5; 176; 5.55112e-17; 1.04083e-17; -2.77556e-17; -0.45857; 0.933503; 0.538439
85; 5; 179; 8.32667e-17; 1.38778e-17; -4.16334e-17; -0.50319; -0.0520636; 0.470595
86; 5; 180; 0; 0; 0; -0.168244; -0.0907687; 0.456113
87; 5; 185; 2.77556e-17; 6.93889e-18; -1.38778e-17; -0.677906; 1.02877; -0.367395
88; 5; 189; 0; 0; 0; -0.221069; 0.142232; 0.146482
89; 5; 194; 0; 0; 0; -0.0462167; 0.899406; -0.153053
90; 6; 27; 2.42861e-17; -5.20417e-18; 1.51788e-18; 0.406922; 0.198617; 1.17116
91; 6; 32; 5.55112e-17; -1.38778e-17; 3.46945e-18; -0.167192; 0.127646; -0.0219166
92; 6; 33; -1.38778e-17; 5.20417e-18; -8.67362e-19; 0.801319; 1.32544; 0.26046
93; 6; 45; -3.46945e-18; 1.73472e-18; -2.1684e-19; -0.144435; -0.0764991; 0.198481
94; 6; 46; -1.00614e-16; 2.94903e-17; -6.50521e-18; 1.36738; 0.634279; 0.874444
95; 6; 50; 2.08167e-17; -5.20417e-18; 1.30104e-18; -0.735836; 1.82277; 0.320984
96; 6; 53; 2.77556e-17; -6.93889e-18; 1.73472e-18; -0.31536; 0.388267; 0.422337
97; 6; 58; 3.46945e-18; 0; 2.1684e-19; -0.00416846; -0.104423; 0.107854
98; 6; 71; -1.73472e-17; 6.93889e-18; -1.30104e-18; 0.49834; 0.404935; -0.198591
99; 6; 73; -2.77556e-17; 8.67362e-18; -1.95156e-18; -0.554453; 0.386149; 0.201019
100; 6; 75; -3.46945e-18; 1.73472e-18; -2.1684e-19; -0.00906779; 0.00905967; -0.00937866
101; 6; 76; -2.08167e-17; 6.93889e-18; -1.51788e-18; -0.777539; 0.512327; 0.120262
102; 6; 77; -3.46945e-18; 1.73472e-18; -2.1684e-19; -0.10635; -0.177308; 0.874154
103; 6; 85; -3.46945e-18; 1.73472e-18; -2.1684e-19; 0.00586849; -0.012294; 0.00852715
104; 6; 86; -1.249e-16; 3.64292e-17; -8.0231e-18; 1.13233; 1.49003; 0.659497
105; 6; 88; 6.93889e-18; -1.73472e-18; 4.33681e-19; -0.458436; 0.167989; 0.314374
106; 6; 89; 2.77556e-17; -6.93889e-18; 1.73472e-18; -0.293681; 0.280825; 0.59565
107; 6; 90; 1.38778e-17; -3.46945e-18; 8.67362e-19; -0.297624; 0.0868975; 0.107217
108; 6; 92; 1.00614e-16; -2.77556e-17; 6.50521e-18; -0.653492; 0.874143; 0.181776
109; 6; 97; -1.73472e-17; 5.20417e-18; -1.0842e-18; -0.131558; -0.240114; 0.414737
110; 6; 101; 6.59195e-17; -1.9082e-17; 4.33681e-18; 1.49726; 1.71831; 0.625112
111; 6; 106; -3.46945e-18; 1.73472e-18; -2.1684e-19; 0.129575; 1.36382; -0.234178
112; 6; 110; -1.04083e-17; 3.46945e-18; -6.50521e-19; 0.113432; -0.11484; 0.0794411
113; 6; 111; 0; 0; 0; -0.344359; -0.0568164; 0.177257
114; 6; 114; 4.16334e-17; -1.04083e-17; 2.60209e-18; -0.590293; 1.49364; 0.271714
115; 6; 118; 0; 0; 0; -0.0141067; -0.000894977; 0.00887667
116; 6; 120; 0; 0; 0; -0.173398; -0.0823015; 0.666999
117; 6; 122; -1.04083e-17; 3.46945e-18; -6.50521e-19; -0.102493; -0.0624621; 0.248217
118; 6; 134; -1.38778e-17; 5.20417e-18; -8.67362e-19; 0.162181; 0.807633; 1.51964
119; 6; 135; 1.04083e-17; -1.73472e-18; 6.50521e-19; -0.374574; 0.0100736; 0.325285
120; 6; 138; -3.46945e-18; 1.73472e-18; -2.1684e-19; 0.0586351; 0.265623; -0.148431
121; 6; 149; -1.73472e-17; 6.93889e-18; -1.30104e-18; 0.781446; 1.48124; 1.19246
122; 6; 162; 2.42861e-17; -5.20417e-18; 1.51788e-18; -0.52204; 0.566283; -0.119457
123; 6; 163; -3.46945e-18; 1.73472e-18; -2.1684e-19; -0.051603; 0.240661; -0.233236
124; 6; 164; -3.81639e-17; 1.21431e-17; -2.60209e-18; -0.432511; 0.320413; 0.161715
125; 6; 173; 6.245e-17; -1.56125e-17; 3.90313e-18; -0.740171; 0.484784; 0.284513
126; 6; 175; 6.93889e-18; -1.73472e-18; 4.33681e-19; -0.630504; 0.364581; 1.22612
127; 6; 176; -2.42861e-17; 8.67362e-18; -1.73472e-18; -0.45857; 0.933503; 0.538439
128; 6; 179; 2.42861e-17; -5.20417e-18; 1.51788e-18; -0.50319; -0.0520636; 0.470595
129; 6; 180; 6.93889e-18; -1.73472e-18; 4.33681e-19; -0.168244; -0.0907687; 0.456113
130; 6; 185; -7.97973e-17; 2.42861e-17; -4.98733e-18; -0.677906; 1.02877; -0.367395
131; 6; 194; 3.46945e-18; 0; 2.1684e-19; -0.0462167; 0.899406; -0.153053
132; 7; 34; 0; 0; 0; 0.0381041; 0.333006; -0.0368822
133; 7; 40; 0; 0; 0; -0.054507; -0.00112301; 0.198742
134; 7; 53; 5.55112e-17; 5.55112e-17; 5.55112e-17; -0.31536; 0.388267; 0.422337
135; 7; 63; 0; 0; 0; 1.78049; 0.6847; -0.183574
136; 7; 68; 0; 0; 0; -0.0980045; 0.0605434; 0.063972
137; 7; 90; 0; 0; 0; -0.297624; 0.0868975; 0.107217
138; 7; 95; -1.66533e-16; -1.11022e-16; -1.11022e-16; 0.145573; -0.301413; 0.382505
139; 7; 118; 0; 0; 0; -0.0141067; -0.000894977; 0.00887667
140; 7; 189; 1.66533e-16; 1.11022e-16; 1.11022e-16; -0.221069; 0.142232; 0.146482
141; 8; 86; 0; 0; 0; 1.13233; 1.49003; 0.659497
142; 8; 144; -1.11022e-16; -1.38778e-17; 0; 0.175559; 0.156205; 0.386334
143; 9; 12; 0; 0; 0; 0.244954; -0.418667; 0.234193
144; 9; 20; 0; 0; 0; -0.363121; 0.124585; 0.504922
145; 9; 24; 2.77556e-17; 0; -5.55112e-17; 0.464574; -0.197423; 0.290593
146; 9; 32; 0; -5.55112e-17; 5.55112e-17; -0.167192; 0.127646; -0.0219166
147; 9; 36; 0; -5.55112e-17; 5.55112e-17; 0.0202966; -0.137454; 0.196206
148; 9; 38; 2.77556e-17; 0; -5.55112e-17; 0.903159; 0.438591; 2.01715
149; 9; 40; 2.77556e-17; 0; -5.55112e-17; -0.054507; -0.00112301; 0.198742
150; 9; 46; 2.77556e-17; 0; -5.55112e-17; 1.36738; 0.634279; 0.874444
151; 9; 49; 2.77556e-17; 0; -5.55112e-17; 1.56623; 0.97366; 0.0870904
152; 9; 53; 0; 0; 0; -0.31536; 0.388267; 0.422337
153; 9; 55; 0; -5.55112e-17; 5.55112e-17; 0.0587851; -0.076563; 0.030863
154; 9; 56; 2.77556e-17; 0; -5.55112e-17; 1.38298; 1.91371; 0.23335
155; 9; 60; 0; -5.55112e-17; 5.55112e-17; 0.208935; -0.375276; -0.280295
156; 9; 66; -2.77556e-17; -1.11022e-16; 5.55112e-17; 0.0271872; -0.0166235; -0.0514086
157; 9; 68; 0; 0; 0; -0.0980045; 0.0605434; 0.063972
158; 9; 72; 2.77556e-17; 0; -5.55112e-17; 1.08452; -0.237799; 0.786504
159; 9; 73; 2.77556e-17; 0; -5.55112e-17; -0.554453; 0.386149; 0.201019
160; 9; 74; 2.77556e-17; 5.55112e-17; -5.55112e-17; -0.0868931; 0.471575; 0.589874
161; 9; 75; 2.77556e-17; 5.55112e-17; -5.55112e-17; -0.00906779; 0.00905967; -0.00937866
162; 9; 81; 0; 0; 0; -0.299157; 0.582702; 1.3654
163; 9; 82; 0; -5.55112e-17; 5.55112e-17; 0.33056; -0.287884; 0.0699657
164; 9; 84; 2.77556e-17; 0; -5.55112e-17; -0.336501; 0.543161; 0.255467
165; 9; 86; 5.55112e-17; 1.11022e-16; -1.11022e-16; 1.13233; 1.49003; 0.659497
166; 9; 87; 0; 0; 0; -0.214548; 0.241093; 0.0733055
167; 9; 88; 0; 0; 0; -0.458436; 0.167989; 0.314374
168; 9; 89; 0; 0; 0; -0.293681; 0.280825; 0.59565
169; 9; 92; 2.77556e-17; 5.55112e-17; -5.55112e-17; -0.653492; 0.874143; 0.181776
170; 9; 95; 2.77556e-17; 5.55112e-17; -5.55112e-17; 0.145573; -0.301413; 0.382505
171; 9; 96; 2.77556e-17; 0; -5.55112e-17; -0.107443; 0.0438714; 0.0267739
172; 9; 101; 2.77556e-17; 0; -5.55112e-17; 1.49726; 1.71831; 0.625112
173; 9; 108; 2.77556e-17; 0; -5.55112e-17; 0.428422; -0.230416; -0.0286411
174; 9; 110; -2.77556e-17; -1.11022e-16; 5.55112e-17; 0.113432; -0.11484; 0.0794411
175; 9; 113; 2.77556e-17; 0; -5.55112e-17; 1.62826; -0.350213; 0.0739908
176; 9; 114; 5.55112e-17; 1.11022e-16; -1.11022e-16; -0.590293; 1.49364; 0.271714
177; 9; 117; -2.77556e-17; -1.11022e-16; 5.55112e-17; 0.251046; -0.210899; 0.306247
178; 9; 121; 5.55112e-17; 1.11022e-16; -1.11022e-16; 1.04574; -0.768825; 0.202238
179; 9; 128; 0; -5.55112e-17; 5.55112e-17; 0.023092; 0.0790913; -0.212094
180; 9; 140; 2.77556e-17; 5.55112e-17; -5.55112e-17; 0.311325; -0.0649421; 0.988427
181; 9; 143; 0; 0; 0; 0.000883839; -0.000427574; -0.00054243
182; 9; 144; 2.77556e-17; 0; -5.55112e-17; 0.175559; 0.156205; 0.386334
183; 9; 149; 2.77556e-17; 0; -5.55112e-17; 0.781446; 1.48124; 1.19246
184; 9; 155; -2.77556e-17; -1.11022e-16; 5.55112e-17; -0.141466; 0.271111; 0.338911
185; 9; 158; 2.77556e-17; 0; -5.55112e-17; -0.0341688; -0.00983025; 0.355217
186; 9; 162; 2.77556e-17; 0; -5.55112e-17; -0.52204; 0.566283; -0.119457
187; 9; 163; -2.77556e-17; -1.11022e-16; 5.55112e-17; -0.051603; 0.240661; -0.233236
188; 9; 164; 0; 0; 0; -0.432511; 0.320413; 0.161715
189; 9; 167; 8.32667e-17; 1.11022e-16; -1.66533e-16; 2.36444; 1.71596; 1.44125
190; 9; 168; 2.77556e-17; 0; -5.55112e-17; 0.710454; 0.47881; -0.218669
191; 9; 176; 2.77556e-17; 0; -5.55112e-17; -0.45857; 0.933503; 0.538439
192; 9; 185; 0; 0; 0; -0.677906; 1.02877; -0.367395
193; 9; 188; 0; 0; 0; -0.451111; 0.892134; 0.743016
194; 9; 192; 2.77556e-17; 0; -5.55112e-17; 0.751919; 0.427222; -0.781838
195; 9; 194; 2.77556e-17; 0; -5.55112e-17; -0.0462167; 0.899406; -0.153053
196; 9; 195; 0; -5.55112e-17; 5.55112e-17; 0.373675; -0.430403; 0.0930082
197; 10; 34; -1.73472e-18; 5.55112e-17; 5.55112e-17; 0.0381041; 0.333006; -0.0368822
198; 10; 40; 0; 0; 0; -0.054507; -0.00112301; 0.198742
199; 10; 41; 0; 0; 0; 0.585637; 0.366709; -0.210166
200; 10; 47; 1.73472e-18; -5.55112e-17; -1.11022e-16; 0.932492; 0.0914964; -0.738438
201; 10; 51; -1.73472e-18; 5.55112e-17; 5.55112e-17; 0.196265; -0.114721; -0.375391
202; 10; 68; 1.73472e-18; -5.55112e-17; -1.11022e-16; -0.0980045; 0.0605434; 0.063972
203; 10; 98; 0; 0; 0; -0.185025; 0.00911666; 0.0181559
204; 10; 105; -1.73472e-18; 5.55112e-17; 5.55112e-17; 0.761078; 0.00562979; -0.527825
205; 10; 118; 0; 0; 0; -0.0141067; -0.000894977; 0.00887667
206; 10; 135; 0; 0; 0; -0.374574; 0.0100736; 0.325285
207; 10; 142; 0; 0; 0; 0.184952; 0.0885356; -0.0644098
208; 10; 159; 0; 0; 0; 0.196556; -0.0402242; 0.141854
209; 10; 183; 1.73472e-18; -5.55112e-17; -1.11022e-16; 0.290586; 0.0306385; -0.0602161
210; 11; 34; 0; 5.55112e-17; -1.11022e-16; 0.0381041; 0.333006; -0.0368822
211; 11; 68; 1.11022e-16; -5.55112e-17; 2.22045e-16; -0.0980045; 0.0605434; 0.063972
212; 11; 110; 5.55112e-17; -5.55112e-17; 1.11022e-16; 0.113432; -0.11484; 0.0794411
213; 11; 135; 5.55112e-17; -5.55112e-17; 1.11022e-16; -0.374574; 0.0100736; 0.325285
214; 11; 142; 0; 5.55112e-17; -1.11022e-16; 0.184952; 0.0885356; -0.0644098
215; 11; 195; 0; 5.55112e-17; -1.11022e-16; 0.373675; -0.430403; 0.0930082
216; 12; 20; 5.55112e-17; -8.32667e-17; 5.55112e-17; -0.363121; 0.124585; 0.504922
217; 12; 27; 0; 0; 0; 0.406922; 0.198617; 1.17116
218; 12; 34; 2.77556e-17; -2.77556e-17; 2.77556e-17; 0.0381041; 0.333006; -0.0368822
219; 12; 36; 0; 0; 0; 0.0202966; -0.137454; 0.196206
220; 12; 38; 0; 0; 0; 0.903159; 0.438591; 2.01715
221; 12; 40; 2.77556e-17; -2.77556e-17; 2.77556e-17; -0.054507; -0.00112301; 0.198742
222; 12; 45; 0; 0; 0; -0.144435; -0.0764991; 0.198481
223; 12; 46; -1.38778e-17; 5.55112e-17; -2.77556e-17; 1.36738; 0.634279; 0.874444
224; 12; 49; 5.55112e-17; -8.32667e-17; 5.55112e-17; 1.56623; 0.97366; 0.0870904
225; 12; 53; 0; 0; 0; -0.31536; 0.388267; 0.422337
226; 12; 56; 0; 0; 0; 1.38298; 1.91371; 0.23335
227; 12; 60; -1.38778e-17; 5.55112e-17; -2.77556e-17; 0.208935; -0.375276; -0.280295
228; 12; 66; 0; 0; 0; 0.0271872; -0.0166235; -0.0514086
229; 12; 68; 0; 0; 0; -0.0980045; 0.0605434; 0.063972
230; 12; 71; 0; 0; 0; 0.49834; 0.404935; -0.198591
231; 12; 72; 2.77556e-17; -2.77556e-17; 2.77556e-17; 1.08452; -0.237799; 0.786504
232; 12; 74; -4.16334e-17; 8.32667e-17; -4.16334e-17; -0.0868931; 0.471575; 0.589874
233; 12; 77; 2.77556e-17; -2.77556e-17; 2.77556e-17; -0.10635; -0.177308; 0.874154
234; 12; 80; -1.38778e-17; 5.55112e-17; -2.77556e-17; -0.317366; 0.332169; 0.715957
235; 12; 81; 0; 0; 0; -0.299157; 0.582702; 1.3654
236; 12; 82; 2.77556e-17; -2.77556e-17; 2.77556e-17; 0.33056; -0.287884; 0.0699657
237; 12; 86; -4.16334e-17; 8.32667e-17; -4.16334e-17; 1.13233; 1.49003; 0.659497
238; 12; 89; 0; 0; 0; -0.293681; 0.280825; 0.59565
239; 12; 93; -1.38778e-17; 5.55112e-17; -2.77556e-17; -0.0523428; 0.0811059; 0.439344
240; 12; 97; 0; 0; 0; -0.131558; -0.240114; 0.414737
241; 12; 101; 5.55112e-17; -8.32667e-17; 5.55112e-17; 1.49726; 1.71831; 0.625112
242; 12; 121; -4.16334e-17; 8.32667e-17; -4.16334e-17; 1.04574; -0.768825; 0.202238
243; 12; 125; 5.55112e-17; -8.32667e-17; 5.55112e-17; 0.457759; 0.845308; 1.90629
244; 12; 134; 0; 0; 0; 0.162181; 0.807633; 1.51964
245; 12; 138; 0; 0; 0; 0.0586351; 0.265623; -0.148431
246; 12; 140; 2.77556e-17; -2.77556e-17; 2.77556e-17; 0.311325; -0.0649421; 0.988427
247; 12; 143; -1.38778e-17; 5.55112e-17; -2.77556e-17; 0.000883839; -0.000427574; -0.00054243
248; 12; 149; -1.38778e-17; 5.55112e-17; -2.77556e-17; 0.781446; 1.48124; 1.19246
249; 12; 167; 5.55112e-17; -8.32667e-17; 5.55112e-17; 2.36444; 1.71596; 1.44125
250; 12; 168; 2.77556e-17; -2.77556e-17; 2.77556e-17; 0.710454; 0.47881; -0.218669
251; 12; 176; 2.77556e-17; -2.77556e-17; 2.77556e-17; -0.45857; 0.933503; 0.538439
252; 12; 178; 0; 0; 0; -0.355367; 0.222103; 0.325857
253; 12; 180; 0; 0; 0; -0.168244; -0.0907687; 0.456113
254; 12; 188; 2.77556e-17; -2.77556e-17; 2.77556e-17; -0.451111; 0.892134; 0.743016
255; 12; 194; -4.16334e-17; 8.32667e-17; -4.16334e-17; -0.0462167; 0.899406; -0.153053
256; 12; 195; 0; 0; 0; 0.373675; -0.430403; 0.0930082
257; 13; 20; 0; 0; 0; -0.363121; 0.124585; 0.504922
258; 13; 27; 6.93889e-18; 5.55112e-17; 2.1684e-19; 0.406922; 0.198617; 1.17116
259; 13; 34; 6.93889e-18; 5.55112e-17; 2.1684e-19; 0.0381041; 0.333006; -0.0368822
260; 13; 38; 0; 0; 0; 0.903159; 0.438591; 2.01715
261; 13; 43; 0; 0; 0; -0.289986; -0.0674242; 0.419028
262; 13; 46; 6.93889e-18; 5.55112e-17; 2.1684e-19; 1.36738; 0.634279; 0.874444
263; 13; 53; 0; 0; 0; -0.31536; 0.388267; 0.422337
264; 13; 68; 0; 0; 0; -0.0980045; 0.0605434; 0.063972
265; 13; 71; 6.93889e-18; 5.55112e-17; 2.1684e-19; 0.49834; 0.404935; -0.198591
266; 13; 77; 0; 0; 0; -0.10635; -0.177308; 0.874154
267; 13; 80; 0; 0; 0; -0.317366; 0.332169; 0.715957
268; 13; 82; 6.93889e-18; 5.55112e-17; 2.1684e-19; 0.33056; -0.287884; 0.0699657
269; 13; 83; 6.93889e-18; 5.55112e-17; 2.1684e-19; -0.0503209; 0.00335509; 0.0280658
270; 13; 89; 6.93889e-18; 5.55112e-17; 2.1684e-19; -0.293681; 0.280825; 0.59565
271; 13; 90; 6.93889e-18; 5.55112e-17; 2.1684e-19; -0.297624; 0.0868975; 0.107217
272; 13; 110; 0; 0; 0; 0.113432; -0.11484; 0.0794411
273; 13; 111; -1.38778e-17; -5.55112e-17; -2.1684e-19; -0.344359; -0.0568164; 0.177257
274; 13; 121; 6.93889e-18; 5.55112e-17; 2.1684e-19; 1.04574; -0.768825; 0.202238
275; 13; 125; 0; 0; 0; 0.457759; 0.845308; 1.90629
276; 13; 134; 0; 0; 0; 0.162181; 0.807633; 1.51964
277; 13; 135; 0; 0; 0; -0.374574; 0.0100736; 0.325285
278; 13; 142; -1.38778e-17; -5.55112e-17; -2.1684e-19; 0.184952; 0.0885356; -0.0644098
279; 13; 143; 6.93889e-18; 5.55112e-17; 2.1684e-19; 0.000883839; -0.000427574; -0.00054243
280; 13; 164; 0; 0; 0; -0.432511; 0.320413; 0.161715
281; 13; 168; 0; 0; 0; 0.710454; 0.47881; -0.218669
282; 13; 175; 6.93889e-18; 5.55112e-17; 2.1684e-19; -0.630504; 0.364581; 1.22612
283; 13; 176; 0; 0; 0; -0.45857; 0.933503; 0.538439
284; 13; 178; 0; 0; 0; -0.355367; 0.222103; 0.325857
285; 13; 179; 0; 0; 0; -0.50319; -0.0520636; 0.470595
286; 13; 180; 0; 0; 0; -0.168244; -0.0907687; 0.456113
287; 13; 181; 6.93889e-18; 5.55112e-17; 2.1684e-19; -0.041223; -0.180728; 0.0860219
288; 13; 189; 6.93889e-18; 5.55112e-17; 2.1684e-19; -0.221069; 0.142232; 0.146482
289; 13; 195; 0; 0; 0; 0.373675; -0.430403; 0.0930082
290; 14; 36; 0; 0; 0; 0.0202966; -0.137454; 0.196206
291; 14; 86; -4.44089e-16; -1.66533e-16; -1.11022e-16; 1.13233; 1.49003; 0.659497
292; 14; 89; -2.22045e-16; -5.55112e-17; -5.55112e-17; -0.293681; 0.280825; 0.59565
293; 14; 101; 0; 0; 0; 1.49726; 1.71831; 0.625112
294; 14; 110; 0; 0; 0; 0.113432; -0.11484; 0.0794411
295; 14; 140; 0; 0; 0; 0.311325; -0.0649421; 0.988427
296; 14; 143; 4.44089e-16; 1.66533e-16; 1.11022e-16; 0.000883839; -0.000427574; -0.00054243
297; 14; 167; 2.22045e-16; 1.11022e-16; 5.55112e-17; 2.36444; 1.71596; 1.44125
