# Number of Traces
262
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
120; 14; 27; 0; 0; 0; -0.0130967; -0.024264; 0.0280362
121; 14; 28; 0; 0; 0; -0.121718; 0.265379; 0.0391071
122; 14; 29; 2.77556e-17; -2.77556e-17; -2.77556e-17; 0.00374666; -0.0144238; 0.00297868
123; 14; 32; -2.77556e-17; 2.77556e-17; 5.55112e-17; -0.218143; 0.405321; 1.02665
124; 14; 33; 0; 0; 0; 0.563014; 0.751189; -0.137769
125; 14; 35; -5.55112e-17; 8.32667e-17; 8.32667e-17; -0.473028; 0.878966; 1.09002
126; 14; 36; 0; 0; 0; 0.0874632; -0.104264; -0.0224827
127; 14; 38; 2.77556e-17; -2.77556e-17; -2.77556e-17; 0.0792567; -0.00652043; -0.0585746
128; 14; 40; 2.77556e-17; -2.77556e-17; -2.77556e-17; 2.06409; 0.185607; 0.749083
129; 14; 41; 0; 0; 0; 0.0917202; -0.228058; 0.143663
130; 14; 42; 5.55112e-17; -5.55112e-17; -5.55112e-17; -0.507726; 0.407506; 0.335225
131; 14; 44; 0; 0; 0; 0.0241872; -0.0186429; -0.00356533
132; 14; 45; 0; 0; 0; -0.132524; -0.100949; 0.161789
133; 14; 47; 0; 0; 0; -0.238159; 0.24874; 0.219372
134; 14; 48; 0; 0; 0; 0.058771; -0.199569; 0.215958
135; 16; 21; 0; 0; 0; 0.19078; 0.20941; -0.228995
136; 16; 23; 1.11022e-16; -5.55112e-17; 2.77556e-17; 0.00584805; 0.714559; 0.484362
137; 16; 24; 1.11022e-16; -5.55112e-17; 2.77556e-17; -0.000683658; 0.00226379; -0.00081086
138; 16; 27; -1.11022e-16; 5.55112e-17; -5.55112e-17; -0.0130967; -0.024264; 0.0280362
139; 16; 28; 0; 0; 0; -0.121718; 0.265379; 0.0391071
140; 16; 29; 1.11022e-16; -5.55112e-17; 2.77556e-17; 0.00374666; -0.0144238; 0.00297868
141; 16; 32; 0; 0; 0; -0.218143; 0.405321; 1.02665
142; 16; 33; 1.11022e-16; -5.55112e-17; 2.77556e-17; 0.563014; 0.751189; -0.137769
143; 16; 47; -1.11022e-16; 5.55112e-17; -5.55112e-17; -0.238159; 0.24874; 0.219372
144; 18; 41; 0; 0; 0; 0.0917202; -0.228058; 0.143663
145; 20; 22; -1.38778e-17; 1.38778e-17; -2.77556e-17; -0.318754; 0.000597997; 0.328694
146; 20; 31; -5.55112e-17; 4.16334e-17; -1.11022e-16; -0.0514921; 0.0487103; -0.103255
147; 20; 38; 0; 0; 0; 0.0792567; -0.00652043; -0.0585746
148; 21; 22; 0; 0; 0; -0.318754; 0.000597997; 0.328694
149; 21; 23; 1.38778e-17; 1.38778e-17; -1.38778e-17; 0.00584805; 0.714559; 0.484362
150; 21; 27; -2.77556e-17; -2.77556e-17; 2.77556e-17; -0.0130967; -0.024264; 0.0280362
151; 21; 29; 0; 0; 0; 0.00374666; -0.0144238; 0.00297868
152; 21; 31; 0; 0; 0; -0.0514921; 0.0487103; -0.103255
153; 21; 32; -1.38778e-17; -1.38778e-17; 1.38778e-17; -0.218143; 0.405321; 1.02665
154; 21; 35; -5.55112e-17; -5.55112e-17; 6.93889e-17; -0.473028; 0.878966; 1.09002
155; 21; 40; -2.77556e-17; -2.77556e-17; 2.77556e-17; 2.06409; 0.185607; 0.749083
156; 21; 41; 0; 0; 0; 0.0917202; -0.228058; 0.143663
157; 21; 42; 0; 0; 0; -0.507726; 0.407506; 0.335225
158; 21; 43; -2.77556e-17; -2.77556e-17; 2.77556e-17; -0.11629; 1.72388; 0.511301
159; 21; 44; -1.38778e-17; -1.38778e-17; 1.38778e-17; 0.0241872; -0.0186429; -0.00356533
160; 21; 47; 1.38778e-17; 1.38778e-17; -1.38778e-17; -0.238159; 0.24874; 0.219372
161; 22; 23; 0; 0; 0; 0.00584805; 0.714559; 0.484362
162; 22; 25; 0; 0; 0; -0.0525626; 0.125522; -0.117774
163; 22; 27; 2.77556e-17; -5.42101e-20; 0; -0.0130967; -0.024264; 0.0280362
164; 22; 29; -2.77556e-17; 0; 2.77556e-17; 0.00374666; -0.0144238; 0.00297868
165; 22; 31; 2.77556e-17; -1.0842e-19; -2.77556e-17; -0.0514921; 0.0487103; -0.103255
166; 22; 35; 2.77556e-17; -1.0842e-19; -2.77556e-17; -0.473028; 0.878966; 1.09002
167; 22; 36; 0; 0; 0; 0.0874632; -0.104264; -0.0224827
168; 22; 39; -2.77556e-17; 0; 2.77556e-17; 0.0170241; 0.213433; -0.486771
169; 22; 41; 0; 0; 0; 0.0917202; -0.228058; 0.143663
170; 22; 42; 0; 0; 0; -0.507726; 0.407506; 0.335225
171; 22; 44; 0; 0; 0; 0.0241872; -0.0186429; -0.00356533
172; 22; 45; 2.77556e-17; -5.42101e-20; 0; -0.132524; -0.100949; 0.161789
173; 22; 47; 2.77556e-17; -5.42101e-20; 0; -0.238159; 0.24874; 0.219372
174; 22; 48; 0; 0; 0; 0.058771; -0.199569; 0.215958
175; 22; 49; 2.77556e-17; -5.42101e-20; 0; -1.07613; 0.530675; 0.453605
176; 23; 24; 4.33681e-19; 5.55112e-17; 2.77556e-17; -0.000683658; 0.00226379; -0.00081086
177; 23; 27; 8.67362e-19; 1.11022e-16; 5.55112e-17; -0.0130967; -0.024264; 0.0280362
178; 23; 28; 8.67362e-19; 1.11022e-16; 5.55112e-17; -0.121718; 0.265379; 0.0391071
179; 23; 29; 0; -5.55112e-17; -2.77556e-17; 0.00374666; -0.0144238; 0.00297868
180; 23; 31; 0; 0; 0; -0.0514921; 0.0487103; -0.103255
181; 23; 32; 8.67362e-19; 1.11022e-16; 5.55112e-17; -0.218143; 0.405321; 1.02665
182; 23; 33; 4.33681e-19; 5.55112e-17; 2.77556e-17; 0.563014; 0.751189; -0.137769
183; 23; 36; 4.33681e-19; 5.55112e-17; 2.77556e-17; 0.0874632; -0.104264; -0.0224827
184; 23; 37; 4.33681e-19; 5.55112e-17; 2.77556e-17; 0.643707; -0.79459; 0.404354
185; 23; 38; 0; 0; 0; 0.0792567; -0.00652043; -0.0585746
186; 23; 40; 0; 0; 0; 2.06409; 0.185607; 0.749083
187; 23; 41; 4.33681e-19; 5.55112e-17; 2.77556e-17; 0.0917202; -0.228058; 0.143663
188; 23; 44; 0; -5.55112e-17; -2.77556e-17; 0.0241872; -0.0186429; -0.00356533
189; 23; 47; 0; 0; 0; -0.238159; 0.24874; 0.219372
190; 23; 48; 0; -5.55112e-17; -2.77556e-17; 0.058771; -0.199569; 0.215958
191; 24; 27; -4.87891e-19; 1.51788e-18; -5.42101e-19; -0.0130967; -0.024264; 0.0280362
192; 24; 28; 2.60209e-18; -8.67362e-18; 3.08998e-18; -0.121718; 0.265379; 0.0391071
193; 24; 36; 2.71051e-18; -9.1073e-18; 3.25261e-18; 0.0874632; -0.104264; -0.0224827
194; 24; 41; -8.5652e-18; 2.81893e-17; -1.01373e-17; 0.0917202; -0.228058; 0.143663
195; 24; 47; -1.0842e-18; 3.46945e-18; -1.24683e-18; -0.238159; 0.24874; 0.219372
196; 25; 34; -3.46945e-18; 1.38778e-17; -6.93889e-18; 0.0469359; -0.0341546; 0.0334365
197; 25; 45; 0; 0; 0; -0.132524; -0.100949; 0.161789
198; 25; 49; -6.93889e-18; 2.77556e-17; -1.38778e-17; -1.07613; 0.530675; 0.453605
199; 27; 28; -2.60209e-18; -5.20417e-18; 3.46945e-18; -0.121718; 0.265379; 0.0391071
200; 27; 29; 0; 0; 0; 0.00374666; -0.0144238; 0.00297868
201; 27; 32; 6.93889e-18; 1.21431e-17; -1.56125e-17; -0.218143; 0.405321; 1.02665
202; 27; 35; -6.07153e-18; -1.04083e-17; 1.21431e-17; -0.473028; 0.878966; 1.09002
203; 27; 36; -1.73472e-18; -1.73472e-18; 1.73472e-18; 0.0874632; -0.104264; -0.0224827
204; 27; 40; 1.73472e-17; 3.1225e-17; -3.81639e-17; 2.06409; 0.185607; 0.749083
205; 27; 41; -1.73472e-18; -1.73472e-18; 1.73472e-18; 0.0917202; -0.228058; 0.143663
206; 27; 42; -8.67362e-18; -1.56125e-17; 1.73472e-17; -0.507726; 0.407506; 0.335225
207; 27; 44; 8.67362e-19; 1.73472e-18; -3.46945e-18; 0.0241872; -0.0186429; -0.00356533
208; 27; 45; 0; 0; 0; -0.132524; -0.100949; 0.161789
209; 27; 46; 0; 0; 0; 0.93395; -0.164664; -0.20827
210; 27; 47; -1.73472e-18; -1.73472e-18; 1.73472e-18; -0.238159; 0.24874; 0.219372
211; 27; 48; 1.73472e-18; 3.46945e-18; -5.20417e-18; 0.058771; -0.199569; 0.215958
212; 28; 36; -6.93889e-17; 1.38778e-16; 2.08167e-17; 0.0874632; -0.104264; -0.0224827
213; 28; 41; -6.93889e-18; 0; 3.46945e-18; 0.0917202; -0.228058; 0.143663
214; 28; 47; -6.93889e-18; 0; 3.46945e-18; -0.238159; 0.24874; 0.219372
215; 29; 32; 6.28837e-18; -2.42861e-17; 4.98733e-18; -0.218143; 0.405321; 1.02665
216; 29; 36; 1.73472e-18; -6.93889e-18; 1.30104e-18; 0.0874632; -0.104264; -0.0224827
217; 29; 37; -3.44776e-17; 1.32706e-16; -2.73219e-17; 0.643707; -0.79459; 0.404354
218; 29; 38; 2.1684e-19; -8.67362e-19; 2.1684e-19; 0.0792567; -0.00652043; -0.0585746
219; 29; 41; -6.50521e-19; 2.60209e-18; -4.33681e-19; 0.0917202; -0.228058; 0.143663
220; 29; 42; 8.0231e-18; -3.1225e-17; 6.50521e-18; -0.507726; 0.407506; 0.335225
221; 29; 44; -8.67362e-19; 3.46945e-18; -6.50521e-19; 0.0241872; -0.0186429; -0.00356533
222; 29; 47; 1.30104e-18; -5.20417e-18; 1.0842e-18; -0.238159; 0.24874; 0.219372
223; 30; 34; -6.93889e-18; 2.77556e-17; -5.55112e-17; 0.0469359; -0.0341546; 0.0334365
224; 30; 35; -6.93889e-18; 2.77556e-17; -5.55112e-17; -0.473028; 0.878966; 1.09002
225; 30; 45; 6.93889e-18; 0; 5.55112e-17; -0.132524; -0.100949; 0.161789
226; 31; 38; -6.93889e-18; 3.46945e-18; -1.38778e-17; 0.0792567; -0.00652043; -0.0585746
227; 31; 39; 3.46945e-18; -6.93889e-18; 6.93889e-18; 0.0170241; 0.213433; -0.486771
228; 32; 33; 0; 0; 0; 0.563014; 0.751189; -0.137769
229; 32; 36; 0; 0; 0; 0.0874632; -0.104264; -0.0224827
230; 32; 47; -1.38778e-17; 5.55112e-17; 1.11022e-16; -0.238159; 0.24874; 0.219372
231; 33; 36; 5.55112e-17; 5.55112e-17; 0; 0.0874632; -0.104264; -0.0224827
232; 33; 47; 0; 0; 0; -0.238159; 0.24874; 0.219372
233; 34; 35; -3.46945e-17; 2.42861e-17; -2.42861e-17; -0.473028; 0.878966; 1.09002
234; 34; 43; -2.08167e-17; 1.38778e-17; -1.38778e-17; -0.11629; 1.72388; 0.511301
235; 34; 45; 1.38778e-17; -1.04083e-17; 1.04083e-17; -0.132524; -0.100949; 0.161789
236; 35; 38; 2.77556e-17; -5.55112e-17; -1.11022e-16; 0.0792567; -0.00652043; -0.0585746
237; 35; 42; 2.77556e-17; -5.55112e-17; -1.11022e-16; -0.507726; 0.407506; 0.335225
238; 35; 43; -2.77556e-17; 5.55112e-17; 1.11022e-16; -0.11629; 1.72388; 0.511301
239; 35; 45; 2.77556e-17; -5.55112e-17; -1.11022e-16; -0.132524; -0.100949; 0.161789
240; 35; 47; -2.77556e-17; 5.55112e-17; 1.11022e-16; -0.238159; 0.24874; 0.219372
241; 35; 49; 2.77556e-17; -5.55112e-17; -1.11022e-16; -1.07613; 0.530675; 0.453605
242; 36; 41; 6.93889e-18; -1.38778e-17; -1.73472e-18; 0.0917202; -0.228058; 0.143663
243; 36; 47; 0; 0; 0; -0.238159; 0.24874; 0.219372
244; 37; 41; -5.55112e-17; 5.55112e-17; -5.55112e-17; 0.0917202; -0.228058; 0.143663
245; 38; 39; 0; 0; 0; 0.0170241; 0.213433; -0.486771
246; 38; 41; 0; 0; 0; 0.0917202; -0.228058; 0.143663
247; 38; 47; -2.08167e-17; 1.73472e-18; 1.38778e-17; -0.238159; 0.24874; 0.219372
248; 41; 42; 6.93889e-18; -1.38778e-17; 1.38778e-17; -0.507726; 0.407506; 0.335225
249; 41; 44; 0; 0; 0; 0.0241872; -0.0186429; -0.00356533
250; 41; 45; 0; 0; 0; -0.132524; -0.100949; 0.161789
251; 41; 47; 6.93889e-18; -1.38778e-17; 1.38778e-17; -0.238159; 0.24874; 0.219372
252; 42; 43; 5.55112e-17; -5.55112e-17; -5.55112e-17; -0.11629; 1.72388; 0.511301
253; 42; 45; 0; 0; 0; -0.132524; -0.100949; 0.161789
254; 42; 47; 1.11022e-16; -8.32667e-17; -5.55112e-17; -0.238159; 0.24874; 0.219372
255; 42; 48; 5.55112e-17; -5.55112e-17; -5.55112e-17; 0.058771; -0.199569; 0.215958
256; 43; 45; -6.93889e-18; 1.11022e-16; 5.55112e-17; -0.132524; -0.100949; 0.161789
257; 44; 47; -6.93889e-18; 6.93889e-18; 1.30104e-18; -0.238159; 0.24874; 0.219372
258; 44; 48; 0; 1.73472e-18; 2.1684e-19; 0.058771; -0.199569; 0.215958
259; 45; 47; 1.38778e-17; 6.93889e-18; -1.38778e-17; -0.238159; 0.24874; 0.219372
260; 45; 49; 0; 0; 0; -1.07613; 0.530675; 0.453605
261; 47; 48; 2.77556e-17; -1.38778e-17; -1.38778e-17; 0.058771; -0.199569; 0.215958
