# FractureId; NumTraces
0; 11
# TraceId; Tips; Length
1105; true; 1.38983
1099; true; 0.938887
1112; true; 0.779405
1114; true; 0.69092
1097; true; 0.672126
1101; true; 0.580702
1103; true; 0.49696
1110; true; 0.496203
1107; true; 0.391448
1106; true; 0.179906
1108; true; 0.127916
1102; true; 0.119103
1109; true; 0.0985075
1100; true; 0.057716
1098; true; 0.0158827
# FractureId; NumTraces
51; 13
# TraceId; Tips; Length
1117; true; 1.36064
1123; true; 0.884206
1115; true; 0.845728
1124; true; 0.577521
1118; true; 0.508283
1121; true; 0.452189
201; true; 0.438861
32; true; 0.438861
639; true; 0.438861
1122; true; 0.245713
1120; true; 0.197573
1119; true; 0.179906
1116; true; 0.131768
# FractureId; NumTraces
52; 8
# TraceId; Tips; Length
1126; true; 2.36329
640; true; 1.79627
1129; true; 1.03833
1130; true; 0.884206
1128; true; 0.496203
1131; true; 0.300929
1127; true; 0.179906
1125; true; 0.131768
# FractureId; NumTraces
53; 89
# TraceId; Tips; Length
1161; true; 2.13496
1191; true; 1.85111
1133; true; 1.77358
1154; true; 1.74223
1165; true; 1.72855
1163; true; 1.7104
1173; true; 1.57379
1138; true; 1.36064
1186; true; 1.17117
1193; true; 1.16584
1135; true; 1.11162
1169; true; 1.03833
1176; true; 1.01157
1174; true; 0.956749
1184; true; 0.929417
1194; true; 0.915757
1195; true; 0.913506
1141; true; 0.898272
1181; true; 0.884206
1142; true; 0.850677
1149; true; 0.721048
1139; true; 0.704938
1159; true; 0.694066
1145; true; 0.688128
1137; true; 0.672126
340; true; 0.654654
96; true; 0.654654
56; true; 0.654654
641; true; 0.654654
225; true; 0.654654
263; true; 0.654654
388; true; 0.654654
439; true; 0.654654
152; true; 0.654654
508; true; 0.654654
516; true; 0.654654
717; true; 0.654654
754; true; 0.654654
812; true; 0.654654
852; true; 0.654654
903; true; 0.654654
989; true; 0.654654
15; true; 0.654654
134; true; 0.654654
551; true; 0.654654
458; true; 0.654654
947; true; 0.654654
425; true; 0.654654
1136; true; 0.616196
1185; true; 0.588093
1148; true; 0.580702
1196; true; 0.577521
1180; true; 0.562034
1187; true; 0.530846
1197; true; 0.528288
1151; true; 0.49696
1168; true; 0.496904
1166; true; 0.496203
1188; true; 0.494554
1164; true; 0.469362
1177; true; 0.456481
1172; true; 0.452189
1143; true; 0.443895
1175; true; 0.441682
1156; true; 0.391448
1179; true; 0.339087
1147; true; 0.330953
1150; true; 0.328065
1167; true; 0.309879
1192; true; 0.300929
1190; true; 0.298337
1183; true; 0.283008
1160; true; 0.275714
1178; true; 0.245713
1170; true; 0.214929
1189; true; 0.204357
1158; true; 0.197573
1152; true; 0.186137
1155; true; 0.179906
1134; true; 0.15018
1182; true; 0.116559
1132; true; 0.101342
1162; true; 0.0985075
1153; true; 0.0954158
1144; true; 0.057716
1157; true; 0.0166911
1146; true; 0.0160715
1140; true; 0.0158827
1171; true; 0.0011217
# FractureId; NumTraces
54; 8
# TraceId; Tips; Length
1115; true; 0.845728
642; true; 0.845728
1200; true; 0.550093
1202; true; 0.452189
1203; true; 0.300929
1199; true; 0.186137
1198; true; 0.131768
1201; true; 0.0166911
# FractureId; NumTraces
55; 52
# TraceId; Tips; Length
1235; true; 3.25765
1204; true; 2.37263
1220; true; 2.36329
1225; true; 2.13496
1233; true; 2.05589
1214; true; 1.98426
1227; true; 1.72855
1210; true; 1.51438
1237; true; 1.42612
1221; true; 1.38983
1208; true; 1.36064
1243; true; 1.24558
1238; true; 1.17117
1230; true; 1.03833
1245; true; 0.913506
1209; true; 0.898272
1236; true; 0.884206
1216; true; 0.721048
1224; true; 0.694066
1240; true; 0.69092
1213; true; 0.688128
1207; true; 0.672126
1206; true; 0.616196
1215; true; 0.580702
1234; true; 0.562034
1239; true; 0.530846
1219; true; 0.49696
1228; true; 0.496203
1241; true; 0.494554
1211; true; 0.443895
1223; true; 0.391448
1217; true; 0.328065
1229; true; 0.309879
1244; true; 0.300929
1231; true; 0.214929
1242; true; 0.204357
1222; true; 0.179906
1205; true; 0.15018
1218; true; 0.119103
990; true; 0.101342
1053; true; 0.101342
341; true; 0.101342
768; true; 0.101342
948; true; 0.101342
1132; true; 0.101342
57; true; 0.101342
606; true; 0.101342
459; true; 0.101342
153; true; 0.101342
1226; true; 0.0985075
1212; true; 0.057716
1232; true; 0.0011217
# FractureId; NumTraces
56; 29
# TraceId; Tips; Length
1266; true; 3.25765
226; true; 2.37263
718; true; 2.37263
769; true; 2.37263
1204; true; 2.37263
154; true; 2.37263
1255; true; 2.36329
1263; true; 2.05589
1251; true; 1.98426
1248; true; 1.51438
1256; true; 1.38983
1246; true; 1.36064
1260; true; 1.31361
1267; true; 1.17117
1268; true; 1.16584
1254; true; 1.10644
1261; true; 1.03833
1269; true; 0.913506
1247; true; 0.760187
1253; true; 0.721048
1250; true; 0.688128
1257; true; 0.487296
1264; true; 0.456481
1259; true; 0.448653
1249; true; 0.443895
1265; true; 0.339087
1252; true; 0.330953
1258; true; 0.179906
1262; true; 0.0011217
# FractureId; NumTraces
57; 7
# TraceId; Tips; Length
643; true; 1.77358
1133; true; 1.77358
1272; true; 1.72855
1273; true; 0.562034
1274; true; 0.494554
1270; true; 0.443895
1271; true; 0.179906
# FractureId; NumTraces
58; 40
# TraceId; Tips; Length
1293; true; 2.13496
1296; true; 2.05589
1294; true; 1.72855
1302; true; 1.24558
1299; true; 1.17117
1287; true; 1.10644
1298; true; 0.929417
1279; true; 0.898272
1280; true; 0.850677
1285; true; 0.721048
1278; true; 0.704938
1292; true; 0.694066
1277; true; 0.672126
1284; true; 0.580702
1304; true; 0.577521
1297; true; 0.562034
1300; true; 0.530846
1275; true; 0.512886
1289; true; 0.49696
1295; true; 0.496203
1301; true; 0.494554
1281; true; 0.443895
1286; true; 0.328065
1303; true; 0.300929
1290; true; 0.179906
991; true; 0.15018
342; true; 0.15018
97; true; 0.15018
644; true; 0.15018
1134; true; 0.15018
1205; true; 0.15018
58; true; 0.15018
853; true; 0.15018
552; true; 0.15018
460; true; 0.15018
1276; true; 0.131768
1288; true; 0.119103
1282; true; 0.057716
1291; true; 0.0166911
1283; true; 0.0160715
# FractureId; NumTraces
59; 2
# TraceId; Tips; Length
1305; true; 0.496203
1306; true; 0.245713
# FractureId; NumTraces
60; 17
# TraceId; Tips; Length
1308; true; 1.98426
1307; true; 1.36064
1309; true; 1.31361
1312; true; 1.03833
1314; true; 0.884206
1316; true; 0.577521
1275; true; 0.512886
1054; true; 0.512886
645; true; 0.512886
227; true; 0.512886
854; true; 0.512886
719; true; 0.512886
155; true; 0.512886
1311; true; 0.496904
1315; true; 0.494554
1313; true; 0.452189
1310; true; 0.227536
# FractureId; NumTraces
61; 7
# TraceId; Tips; Length
1320; true; 2.05589
1318; true; 1.38983
646; true; 1.11162
1135; true; 1.11162
1321; true; 0.562034
1319; true; 0.496203
1317; true; 0.328065
# FractureId; NumTraces
62; 3
# TraceId; Tips; Length
1323; true; 2.05589
1324; true; 0.245713
1322; true; 0.186137
# FractureId; NumTraces
63; 1
# TraceId; Tips; Length
135; true; 1.91642
# FractureId; NumTraces
64; 1
# TraceId; Tips; Length
1325; true; 0.452189
# FractureId; NumTraces
65; 2
# TraceId; Tips; Length
1327; true; 0.884206
1326; true; 0.179906
# FractureId; NumTraces
66; 27
# TraceId; Tips; Length
1335; true; 2.36329
1333; true; 1.98426
1329; true; 1.36064
1344; true; 1.16584
1338; true; 1.03833
1342; true; 0.884206
1343; true; 0.834986
1330; true; 0.760187
1332; true; 0.688128
1345; true; 0.577521
1340; true; 0.456481
1339; true; 0.452189
1337; true; 0.448653
1331; true; 0.443895
1341; true; 0.339087
1334; true; 0.330953
1336; true; 0.179906
1328; true; 0.131768
1055; true; 0.0604841
324; true; 0.0604841
855; true; 0.0604841
647; true; 0.0604841
720; true; 0.0604841
228; true; 0.0604841
813; true; 0.0604841
156; true; 0.0604841
33; true; 0.0604841
# FractureId; NumTraces
67; 28
# TraceId; Tips; Length
1361; true; 1.17117
1360; true; 0.929417
1367; true; 0.913506
1346; true; 0.850677
1354; true; 0.694066
1363; true; 0.69092
1136; true; 0.616196
461; true; 0.616196
553; true; 0.616196
992; true; 0.616196
343; true; 0.616196
1206; true; 0.616196
1359; true; 0.562034
1362; true; 0.530846
1356; true; 0.496203
1364; true; 0.494554
1347; true; 0.443895
1352; true; 0.391448
1349; true; 0.328065
1366; true; 0.300929
1365; true; 0.298337
1358; true; 0.245713
1357; true; 0.214929
1350; true; 0.186137
1351; true; 0.179906
1355; true; 0.0985075
1348; true; 0.057716
1353; true; 0.0166911
# FractureId; NumTraces
68; 97
# TraceId; Tips; Length
1381; true; 2.43244
1410; true; 2.05589
1377; true; 1.98426
1402; true; 1.95347
1390; true; 1.74223
1399; true; 1.7104
1373; true; 1.55615
1419; true; 1.55401
1411; true; 1.50447
1414; true; 1.50037
1428; true; 1.49993
1370; true; 1.36064
1413; true; 1.30339
1433; true; 1.2659
1398; true; 1.21923
1429; true; 1.16584
1396; true; 1.11886
1374; true; 1.09873
1423; true; 1.09399
1385; true; 1.07945
1406; true; 1.03833
1379; true; 1.02688
1368; true; 1.00159
1384; true; 0.969887
1409; true; 0.956749
1388; true; 0.954313
1427; true; 0.925313
1430; true; 0.915757
1431; true; 0.913506
1372; true; 0.898272
1421; true; 0.884206
1425; true; 0.834986
1403; true; 0.812963
1371; true; 0.760187
1395; true; 0.694066
1376; true; 0.688128
1369; true; 0.672126
1416; true; 0.659866
1387; true; 0.596727
1422; true; 0.588093
1432; true; 0.577521
1392; true; 0.550093
1434; true; 0.528288
1382; true; 0.508283
1405; true; 0.496904
1401; true; 0.496203
1424; true; 0.494554
1389; true; 0.487296
1400; true; 0.469362
1415; true; 0.456481
1408; true; 0.452189
1380; true; 0.449824
1375; true; 0.443895
1412; true; 0.378398
1435; true; 0.378114
1417; true; 0.356992
1420; true; 0.339087
1378; true; 0.330953
1404; true; 0.309879
1426; true; 0.298337
1418; true; 0.245713
1397; true; 0.227536
1407; true; 0.214929
1394; true; 0.197573
1383; true; 0.186137
1391; true; 0.179906
42; true; 0.131768
202; true; 0.131768
1125; true; 0.131768
904; true; 0.131768
755; true; 0.131768
856; true; 0.131768
229; true; 0.131768
509; true; 0.131768
420; true; 0.131768
446; true; 0.131768
462; true; 0.131768
136; true; 0.131768
157; true; 0.131768
211; true; 0.131768
1328; true; 0.131768
1116; true; 0.131768
1276; true; 0.131768
648; true; 0.131768
814; true; 0.131768
34; true; 0.131768
426; true; 0.131768
1198; true; 0.131768
307; true; 0.131768
264; true; 0.131768
532; true; 0.131768
721; true; 0.131768
16; true; 0.131768
3; true; 0.131768
993; true; 0.131768
1386; true; 0.0954158
1393; true; 0.0166911
# FractureId; NumTraces
69; 14
# TraceId; Tips; Length
1441; true; 1.72855
1440; true; 1.62887
1445; true; 1.42612
1438; true; 1.38983
1446; true; 1.17117
554; true; 1.06065
607; true; 1.06065
1443; true; 0.779405
1444; true; 0.562034
1442; true; 0.496203
1437; true; 0.328065
1447; true; 0.204357
1439; true; 0.179906
1436; true; 0.0160715
# FractureId; NumTraces
70; 8
# TraceId; Tips; Length
857; true; 1.00159
1368; true; 1.00159
1453; true; 0.577521
1449; true; 0.508283
1451; true; 0.496203
1448; true; 0.328065
1452; true; 0.300929
1450; true; 0.0166911
# FractureId; NumTraces
71; 75
# TraceId; Tips; Length
1482; true; 2.13496
1490; true; 2.05589
1465; true; 1.98426
1484; true; 1.72855
1478; true; 1.62887
1460; true; 1.51438
1498; true; 1.42612
1474; true; 1.38983
1454; true; 1.36064
1504; true; 1.28566
1505; true; 1.24558
1499; true; 1.17117
1481; true; 1.11886
1470; true; 1.10644
1487; true; 1.03833
1457; true; 0.938887
1497; true; 0.929417
1507; true; 0.913506
1458; true; 0.898272
1495; true; 0.884206
1459; true; 0.850677
1492; true; 0.779405
1468; true; 0.721048
1455; true; 0.704938
1480; true; 0.694066
1501; true; 0.69092
1463; true; 0.688128
608; true; 0.672126
1369; true; 0.672126
59; true; 0.672126
389; true; 0.672126
463; true; 0.672126
344; true; 0.672126
265; true; 0.672126
555; true; 0.672126
230; true; 0.672126
98; true; 0.672126
649; true; 0.672126
722; true; 0.672126
770; true; 0.672126
949; true; 0.672126
1097; true; 0.672126
1137; true; 0.672126
1207; true; 0.672126
1277; true; 0.672126
924; true; 0.672126
994; true; 0.672126
1467; true; 0.580702
1508; true; 0.577521
1494; true; 0.562034
1500; true; 0.530846
1472; true; 0.49696
1485; true; 0.496203
1502; true; 0.494554
1461; true; 0.443895
1489; true; 0.441682
1476; true; 0.391448
1493; true; 0.339087
1466; true; 0.330953
1469; true; 0.328065
1486; true; 0.309879
1506; true; 0.300929
1491; true; 0.245713
1503; true; 0.204357
1473; true; 0.186137
1475; true; 0.179906
1477; true; 0.127916
1471; true; 0.119103
1496; true; 0.116559
1483; true; 0.0985075
1462; true; 0.057716
1479; true; 0.0166911
1464; true; 0.0160715
1456; true; 0.0158827
1488; true; 0.0011217
# FractureId; NumTraces
72; 64
# TraceId; Tips; Length
1541; true; 3.25765
1520; true; 2.43244
1521; true; 2.36329
1536; true; 2.05589
1515; true; 1.98426
1531; true; 1.95347
1524; true; 1.74223
1522; true; 1.38983
1138; true; 1.36064
1454; true; 1.36064
1329; true; 1.36064
723; true; 1.36064
995; true; 1.36064
1370; true; 1.36064
4; true; 1.36064
158; true; 1.36064
231; true; 1.36064
325; true; 1.36064
329; true; 1.36064
421; true; 1.36064
464; true; 1.36064
650; true; 1.36064
1307; true; 1.36064
858; true; 1.36064
1208; true; 1.36064
1117; true; 1.36064
1056; true; 1.36064
35; true; 1.36064
1246; true; 1.36064
1528; true; 1.31361
1537; true; 1.30339
1544; true; 1.17117
1548; true; 1.16584
1518; true; 1.10644
1545; true; 1.09399
1533; true; 1.03833
1549; true; 0.913506
1510; true; 0.898272
1542; true; 0.884206
1511; true; 0.850677
1547; true; 0.834986
1509; true; 0.760187
1517; true; 0.721048
1527; true; 0.694066
1513; true; 0.688128
1543; true; 0.683671
1550; true; 0.577521
1546; true; 0.494554
1523; true; 0.487296
1538; true; 0.456481
1535; true; 0.452189
1519; true; 0.449824
1526; true; 0.448653
1512; true; 0.443895
1551; true; 0.378114
1539; true; 0.356992
1540; true; 0.339087
1516; true; 0.330953
1532; true; 0.309879
1530; true; 0.227536
1525; true; 0.179906
1514; true; 0.0160715
1529; true; 0.0094068
1534; true; 0.0011217
# FractureId; NumTraces
73; 60
# TraceId; Tips; Length
1564; true; 2.36329
1581; true; 2.05589
1557; true; 1.98426
1574; true; 1.8515
1569; true; 1.62887
1555; true; 1.51438
1565; true; 1.38983
1593; true; 1.28566
1590; true; 1.17117
1595; true; 1.16584
1561; true; 1.10644
1577; true; 1.03833
1553; true; 0.938887
1589; true; 0.929417
1596; true; 0.913506
1554; true; 0.898272
1585; true; 0.779405
1559; true; 0.721048
99; true; 0.704938
60; true; 0.704938
556; true; 0.704938
939; true; 0.704938
950; true; 0.704938
427; true; 0.704938
996; true; 0.704938
1139; true; 0.704938
159; true; 0.704938
1278; true; 0.704938
390; true; 0.704938
1455; true; 0.704938
815; true; 0.704938
465; true; 0.704938
859; true; 0.704938
1571; true; 0.694066
1558; true; 0.580702
1587; true; 0.562034
1575; true; 0.496203
1591; true; 0.494554
1582; true; 0.456481
1579; true; 0.452189
1580; true; 0.441682
1567; true; 0.391448
1583; true; 0.356992
1586; true; 0.339087
1560; true; 0.328065
1576; true; 0.309879
1594; true; 0.300929
1592; true; 0.298337
1572; true; 0.275714
1584; true; 0.245713
1573; true; 0.227536
1578; true; 0.214929
1563; true; 0.186137
1566; true; 0.179906
1568; true; 0.127916
1562; true; 0.119103
1588; true; 0.116559
1570; true; 0.0166911
1556; true; 0.0160715
1552; true; 0.0158827
# FractureId; NumTraces
74; 34
# TraceId; Tips; Length
1616; true; 2.80272
1604; true; 2.36329
1612; true; 2.05589
1600; true; 1.98426
1608; true; 1.31361
1617; true; 1.16584
1610; true; 1.03833
1618; true; 0.913506
1615; true; 0.884206
816; true; 0.760187
160; true; 0.760187
1509; true; 0.760187
1371; true; 0.760187
1330; true; 0.760187
860; true; 0.760187
724; true; 0.760187
232; true; 0.760187
1247; true; 0.760187
1057; true; 0.760187
428; true; 0.760187
1602; true; 0.721048
1599; true; 0.688128
1619; true; 0.577521
1603; true; 0.508283
1605; true; 0.487296
1613; true; 0.456481
1607; true; 0.448653
1598; true; 0.443895
1614; true; 0.339087
1601; true; 0.330953
1609; true; 0.227536
1606; true; 0.179906
1597; true; 0.0158827
1611; true; 0.0011217
# FractureId; NumTraces
75; 49
# TraceId; Tips; Length
1631; true; 2.36329
1645; true; 2.05589
1623; true; 1.98426
1640; true; 1.72855
1635; true; 1.62887
1632; true; 1.38983
1627; true; 1.10644
1642; true; 1.03833
1620; true; 0.938887
1650; true; 0.929417
1653; true; 0.913506
1621; true; 0.898272
1646; true; 0.779405
1625; true; 0.721048
1637; true; 0.694066
1622; true; 0.688128
1624; true; 0.580702
1648; true; 0.562034
1629; true; 0.49696
1641; true; 0.496203
1651; true; 0.494554
1644; true; 0.441682
1633; true; 0.391448
1647; true; 0.339087
1626; true; 0.328065
1652; true; 0.300929
1638; true; 0.275714
1630; true; 0.186137
1634; true; 0.127916
1628; true; 0.119103
1649; true; 0.116559
1639; true; 0.0985075
1636; true; 0.0166911
1058; true; 0.0158827
997; true; 0.0158827
1098; true; 0.0158827
951; true; 0.0158827
100; true; 0.0158827
61; true; 0.0158827
861; true; 0.0158827
817; true; 0.0158827
609; true; 0.0158827
1140; true; 0.0158827
1456; true; 0.0158827
1597; true; 0.0158827
557; true; 0.0158827
161; true; 0.0158827
1552; true; 0.0158827
1643; true; 0.0011217
# FractureId; NumTraces
76; 38
# TraceId; Tips; Length
1661; true; 2.36329
1673; true; 2.05589
1656; true; 1.98426
1670; true; 1.72855
1665; true; 1.62887
1662; true; 1.38983
1680; true; 1.28566
1658; true; 1.10644
62; true; 0.938887
1620; true; 0.938887
1553; true; 0.938887
1457; true; 0.938887
1099; true; 0.938887
952; true; 0.938887
610; true; 0.938887
391; true; 0.938887
101; true; 0.938887
998; true; 0.938887
1677; true; 0.929417
1681; true; 0.913506
1654; true; 0.898272
1674; true; 0.779405
1667; true; 0.694066
1678; true; 0.69092
1657; true; 0.580702
1659; true; 0.49696
1671; true; 0.496203
1679; true; 0.494554
1663; true; 0.391448
1675; true; 0.339087
1668; true; 0.275714
1672; true; 0.214929
1660; true; 0.186137
1664; true; 0.127916
1676; true; 0.116559
1669; true; 0.0985075
1666; true; 0.0166911
1655; true; 0.0160715
# FractureId; NumTraces
77; 57
# TraceId; Tips; Length
1705; true; 2.05589
1700; true; 1.7104
1697; true; 1.62887
1683; true; 1.51438
1693; true; 1.38983
1713; true; 1.24558
1710; true; 1.17117
1690; true; 1.10644
1703; true; 1.03833
1709; true; 0.929417
1715; true; 0.913506
345; true; 0.898272
1372; true; 0.898272
999; true; 0.898272
466; true; 0.898272
392; true; 0.898272
651; true; 0.898272
558; true; 0.898272
517; true; 0.898272
1554; true; 0.898272
1654; true; 0.898272
308; true; 0.898272
63; true; 0.898272
102; true; 0.898272
1621; true; 0.898272
1458; true; 0.898272
1279; true; 0.898272
1209; true; 0.898272
1141; true; 0.898272
953; true; 0.898272
266; true; 0.898272
233; true; 0.898272
1510; true; 0.898272
1708; true; 0.884206
1682; true; 0.850677
1706; true; 0.779405
1688; true; 0.721048
1698; true; 0.694066
1685; true; 0.688128
1687; true; 0.580702
1716; true; 0.577521
1707; true; 0.562034
1701; true; 0.496203
1711; true; 0.494554
1684; true; 0.443895
1695; true; 0.391448
1689; true; 0.328065
1702; true; 0.309879
1714; true; 0.300929
1712; true; 0.298337
1692; true; 0.186137
1694; true; 0.179906
1696; true; 0.127916
1691; true; 0.119103
1686; true; 0.0160715
1699; true; 0.0094068
1704; true; 0.0011217
# FractureId; NumTraces
78; 6
# TraceId; Tips; Length
1717; true; 1.98426
652; true; 1.55615
1373; true; 1.55615
1720; true; 0.884206
1719; true; 0.452189
1718; true; 0.179906
# FractureId; NumTraces
79; 7
# TraceId; Tips; Length
818; true; 1.09873
862; true; 1.09873
653; true; 1.09873
1374; true; 1.09873
1721; true; 0.550093
1723; true; 0.496203
1722; true; 0.0166911
# FractureId; NumTraces
80; 53
# TraceId; Tips; Length
1739; true; 2.13496
1741; true; 1.72855
1746; true; 1.50447
1750; true; 1.42612
1737; true; 1.31361
1751; true; 1.17117
1744; true; 1.03833
1730; true; 1.02688
1748; true; 0.884206
771; true; 0.850677
1511; true; 0.850677
234; true; 0.850677
1682; true; 0.850677
1459; true; 0.850677
1280; true; 0.850677
267; true; 0.850677
298; true; 0.850677
309; true; 0.850677
467; true; 0.850677
518; true; 0.850677
654; true; 0.850677
925; true; 0.850677
1000; true; 0.850677
1142; true; 0.850677
1346; true; 0.850677
954; true; 0.850677
346; true; 0.850677
1728; true; 0.721048
1736; true; 0.694066
1753; true; 0.69092
1726; true; 0.688128
1727; true; 0.580702
1758; true; 0.577521
1747; true; 0.562034
1752; true; 0.530846
1731; true; 0.49696
1742; true; 0.496203
1754; true; 0.494554
1724; true; 0.443895
1735; true; 0.391448
1729; true; 0.328065
1743; true; 0.309879
1757; true; 0.300929
1756; true; 0.298337
1749; true; 0.283008
1755; true; 0.204357
1732; true; 0.186137
1734; true; 0.179906
1740; true; 0.0985075
1733; true; 0.0954158
1725; true; 0.057716
1738; true; 0.0094068
1745; true; 0.0011217
# FractureId; NumTraces
81; 44
# TraceId; Tips; Length
1781; true; 3.25765
1769; true; 2.36329
1774; true; 2.13496
1778; true; 2.05589
1763; true; 1.98426
1771; true; 1.74624
1775; true; 1.72855
1210; true; 1.51438
1248; true; 1.51438
1683; true; 1.51438
235; true; 1.51438
162; true; 1.51438
1460; true; 1.51438
1059; true; 1.51438
347; true; 1.51438
559; true; 1.51438
1001; true; 1.51438
772; true; 1.51438
926; true; 1.51438
1555; true; 1.51438
955; true; 1.51438
1770; true; 1.38983
1773; true; 1.31361
1786; true; 1.24558
1783; true; 1.17117
1766; true; 1.10644
1787; true; 0.913506
1782; true; 0.884206
1765; true; 0.721048
1761; true; 0.688128
1764; true; 0.580702
1788; true; 0.577521
1780; true; 0.562034
1784; true; 0.530846
1768; true; 0.49696
1785; true; 0.494554
1759; true; 0.443895
1779; true; 0.339087
1776; true; 0.309879
1772; true; 0.179906
1767; true; 0.119103
1760; true; 0.057716
1762; true; 0.0160715
1777; true; 0.0011217
# FractureId; NumTraces
82; 80
# TraceId; Tips; Length
1821; true; 3.25765
1798; true; 2.36329
1807; true; 2.13496
1816; true; 2.05589
1792; true; 1.98426
1820; true; 1.83792
1810; true; 1.72855
1809; true; 1.7104
1825; true; 1.42612
1800; true; 1.38983
1831; true; 1.24558
1826; true; 1.17117
1833; true; 1.16584
1813; true; 1.03833
1797; true; 0.969887
1834; true; 0.913506
1822; true; 0.884206
1794; true; 0.721048
1806; true; 0.694066
1828; true; 0.69092
1790; true; 0.688128
1824; true; 0.588093
1793; true; 0.580702
1835; true; 0.577521
1819; true; 0.562034
1827; true; 0.530846
1836; true; 0.528288
1796; true; 0.49696
1811; true; 0.496203
1829; true; 0.494554
1801; true; 0.487296
1804; true; 0.448653
1048; true; 0.443895
1375; true; 0.443895
1002; true; 0.443895
773; true; 0.443895
1684; true; 0.443895
1461; true; 0.443895
1347; true; 0.443895
1512; true; 0.443895
348; true; 0.443895
725; true; 0.443895
1270; true; 0.443895
819; true; 0.443895
268; true; 0.443895
863; true; 0.443895
927; true; 0.443895
956; true; 0.443895
17; true; 0.443895
711; true; 0.443895
655; true; 0.443895
468; true; 0.443895
1724; true; 0.443895
1759; true; 0.443895
1281; true; 0.443895
1249; true; 0.443895
1060; true; 0.443895
1143; true; 0.443895
1598; true; 0.443895
163; true; 0.443895
236; true; 0.443895
1331; true; 0.443895
1211; true; 0.443895
43; true; 0.443895
1808; true; 0.394501
1803; true; 0.391448
1817; true; 0.356992
1818; true; 0.339087
1795; true; 0.328065
1812; true; 0.309879
1832; true; 0.300929
1823; true; 0.283008
1814; true; 0.214929
1830; true; 0.204357
1802; true; 0.179906
1799; true; 0.0954158
1789; true; 0.057716
1805; true; 0.0166911
1791; true; 0.0160715
1815; true; 0.0011217
# FractureId; NumTraces
83; 43
# TraceId; Tips; Length
1854; true; 3.25765
1843; true; 2.36329
1848; true; 2.13496
1851; true; 2.05589
1849; true; 1.72855
1847; true; 1.62887
1856; true; 1.42612
1845; true; 1.38983
1861; true; 1.24558
1857; true; 1.17117
1840; true; 1.10644
1862; true; 0.913506
1855; true; 0.884206
1852; true; 0.779405
1859; true; 0.69092
1837; true; 0.688128
1839; true; 0.580702
1863; true; 0.577521
1853; true; 0.562034
1858; true; 0.530846
1842; true; 0.49696
1850; true; 0.309879
1860; true; 0.204357
1846; true; 0.179906
1841; true; 0.119103
1844; true; 0.0954158
1760; true; 0.057716
349; true; 0.057716
774; true; 0.057716
1462; true; 0.057716
1100; true; 0.057716
957; true; 0.057716
560; true; 0.057716
1144; true; 0.057716
1282; true; 0.057716
1212; true; 0.057716
656; true; 0.057716
269; true; 0.057716
1789; true; 0.057716
1348; true; 0.057716
1003; true; 0.057716
1725; true; 0.057716
1838; true; 0.0160715
# FractureId; NumTraces
84; 60
# TraceId; Tips; Length
1888; true; 3.25765
1871; true; 2.36329
1876; true; 2.13496
1883; true; 2.05589
1865; true; 1.98426
1878; true; 1.72855
1895; true; 1.49993
1872; true; 1.38983
1893; true; 1.24558
1890; true; 1.17117
1896; true; 1.16584
1868; true; 1.10644
1880; true; 1.03833
1897; true; 0.913506
1889; true; 0.884206
1867; true; 0.721048
1875; true; 0.694066
164; true; 0.688128
350; true; 0.688128
429; true; 0.688128
775; true; 0.688128
864; true; 0.688128
1145; true; 0.688128
1790; true; 0.688128
1332; true; 0.688128
1376; true; 0.688128
1685; true; 0.688128
1463; true; 0.688128
1599; true; 0.688128
1837; true; 0.688128
1250; true; 0.688128
469; true; 0.688128
561; true; 0.688128
958; true; 0.688128
1761; true; 0.688128
1061; true; 0.688128
1213; true; 0.688128
726; true; 0.688128
1726; true; 0.688128
1004; true; 0.688128
1513; true; 0.688128
820; true; 0.688128
1622; true; 0.688128
1891; true; 0.530846
1869; true; 0.508283
1870; true; 0.49696
1892; true; 0.494554
1884; true; 0.456481
1882; true; 0.452189
1874; true; 0.448653
1885; true; 0.356992
1887; true; 0.339087
1866; true; 0.330953
1879; true; 0.309879
1894; true; 0.300929
1886; true; 0.245713
1877; true; 0.227536
1873; true; 0.179906
1864; true; 0.0160715
1881; true; 0.0011217
# FractureId; NumTraces
85; 56
# TraceId; Tips; Length
1906; true; 2.36329
1911; true; 2.13496
1919; true; 2.05589
1898; true; 1.98426
1913; true; 1.72855
1924; true; 1.42612
1907; true; 1.38983
1929; true; 1.24558
1925; true; 1.17117
1902; true; 1.10644
1916; true; 1.03833
1923; true; 0.929417
1931; true; 0.913506
1922; true; 0.884206
1920; true; 0.779405
1900; true; 0.721048
1910; true; 0.694066
1927; true; 0.69092
1899; true; 0.580702
1921; true; 0.562034
1926; true; 0.530846
1904; true; 0.49696
1914; true; 0.496203
1928; true; 0.494554
1909; true; 0.391448
1901; true; 0.328065
1915; true; 0.309879
1930; true; 0.300929
1917; true; 0.214929
1905; true; 0.186137
1908; true; 0.179906
1903; true; 0.119103
1912; true; 0.0985075
776; true; 0.0160715
1005; true; 0.0160715
470; true; 0.0160715
1556; true; 0.0160715
64; true; 0.0160715
959; true; 0.0160715
1146; true; 0.0160715
103; true; 0.0160715
1514; true; 0.0160715
1838; true; 0.0160715
1464; true; 0.0160715
1283; true; 0.0160715
1686; true; 0.0160715
1791; true; 0.0160715
1436; true; 0.0160715
