# FractureId; NumTraces
0; 11
# TraceId; Tips; Length
238; true; 0.721048
230; true; 0.672126
225; true; 0.654654
216; true; 0.634291
256; true; 0.577521
143; true; 0.538638
252; true; 0.530846
227; true; 0.512886
240; true; 0.49696
253; true; 0.494554
239; true; 0.449824
236; true; 0.443895
218; true; 0.337202
245; true; 0.309879
222; true; 0.257116
219; true; 0.240421
221; true; 0.206084
229; true; 0.131768
228; true; 0.0604841
247; true; 0.0011217
# FractureId; NumTraces
13; 33
# TraceId; Tips; Length
260; true; 2.25321
275; true; 2.13496
262; true; 1.74261
276; true; 1.72855
282; true; 1.42612
274; true; 1.31361
258; true; 1.25565
283; true; 1.17117
266; true; 0.898272
281; true; 0.884206
267; true; 0.850677
270; true; 0.721048
285; true; 0.69092
265; true; 0.672126
263; true; 0.654654
257; true; 0.634291
289; true; 0.577521
280; true; 0.562034
284; true; 0.530846
261; true; 0.514026
277; true; 0.496203
286; true; 0.494554
268; true; 0.443895
273; true; 0.391448
259; true; 0.337202
271; true; 0.328065
288; true; 0.300929
278; true; 0.214929
287; true; 0.204357
272; true; 0.179906
264; true; 0.131768
269; true; 0.057716
279; true; 0.0011217
# FractureId; NumTraces
14; 8
# TraceId; Tips; Length
297; true; 3.25765
293; true; 2.36329
291; true; 1.98426
295; true; 1.03833
292; true; 0.721048
290; true; 0.240421
294; true; 0.179906
296; true; 0.0011217
# FractureId; NumTraces
15; 7
# TraceId; Tips; Length
302; true; 1.72855
304; true; 1.42612
298; true; 0.850677
303; true; 0.562034
299; true; 0.328065
301; true; 0.179906
300; true; 0.0954158
# FractureId; NumTraces
16; 16
# TraceId; Tips; Length
315; true; 1.72855
305; true; 1.25565
308; true; 0.898272
309; true; 0.850677
314; true; 0.694066
320; true; 0.577521
317; true; 0.562034
316; true; 0.496203
318; true; 0.494554
306; true; 0.337202
310; true; 0.328065
319; true; 0.300929
311; true; 0.186137
312; true; 0.179906
307; true; 0.131768
313; true; 0.0166911
# FractureId; NumTraces
17; 1
# TraceId; Tips; Length
321; true; 0.452189
# FractureId; NumTraces
18; 6
# TraceId; Tips; Length
323; true; 1.84626
325; true; 1.36064
327; true; 0.884206
326; true; 0.452189
322; true; 0.337202
324; true; 0.0604841
# FractureId; NumTraces
19; 4
# TraceId; Tips; Length
329; true; 1.36064
331; true; 0.884206
328; true; 0.240421
330; true; 0.179906
# FractureId; NumTraces
20; 55
# TraceId; Tips; Length
374; true; 3.25765
361; true; 2.84736
357; true; 2.36329
335; true; 2.25321
363; true; 2.13496
372; true; 2.05589
352; true; 1.98426
339; true; 1.84626
338; true; 1.74261
366; true; 1.72855
365; true; 1.7104
347; true; 1.51438
359; true; 1.38983
332; true; 1.25565
380; true; 1.24558
376; true; 1.17117
354; true; 1.10644
356; true; 0.969887
382; true; 0.913506
345; true; 0.898272
375; true; 0.884206
346; true; 0.850677
353; true; 0.721048
350; true; 0.688128
344; true; 0.672126
340; true; 0.654654
144; true; 0.634291
216; true; 0.634291
257; true; 0.634291
343; true; 0.616196
383; true; 0.577521
377; true; 0.530846
336; true; 0.514026
355; true; 0.49696
369; true; 0.496904
367; true; 0.496203
378; true; 0.494554
348; true; 0.443895
364; true; 0.394501
373; true; 0.339087
334; true; 0.337202
368; true; 0.309879
381; true; 0.300929
337; true; 0.257116
370; true; 0.214929
333; true; 0.211488
379; true; 0.204357
360; true; 0.179906
342; true; 0.15018
341; true; 0.101342
358; true; 0.0954158
349; true; 0.057716
351; true; 0.0160715
362; true; 0.0094068
371; true; 0.0011217
# FractureId; NumTraces
21; 34
# TraceId; Tips; Length
407; true; 2.05589
387; true; 1.99173
393; true; 1.98426
403; true; 1.72855
399; true; 1.62887
397; true; 1.38983
413; true; 1.28566
415; true; 1.16584
395; true; 1.10644
391; true; 0.938887
384; true; 0.915128
416; true; 0.913506
392; true; 0.898272
390; true; 0.704938
401; true; 0.694066
389; true; 0.672126
388; true; 0.654654
404; true; 0.496203
411; true; 0.494554
386; true; 0.470874
406; true; 0.452189
398; true; 0.391448
408; true; 0.356992
409; true; 0.339087
394; true; 0.328065
414; true; 0.300929
412; true; 0.298337
402; true; 0.275714
405; true; 0.214929
385; true; 0.206084
396; true; 0.186137
410; true; 0.116559
50; true; 0.115779
400; true; 0.0166911
# FractureId; NumTraces
22; 1
# TraceId; Tips; Length
417; true; 0.452189
# FractureId; NumTraces
23; 7
# TraceId; Tips; Length
421; true; 1.36064
30; true; 1.16954
419; true; 0.915128
418; true; 0.337202
423; true; 0.300929
420; true; 0.131768
422; true; 0.0166911
# FractureId; NumTraces
24; 16
# TraceId; Tips; Length
434; true; 2.05589
430; true; 1.98426
438; true; 1.16584
428; true; 0.760187
427; true; 0.704938
429; true; 0.688128
425; true; 0.654654
145; true; 0.582451
435; true; 0.456481
433; true; 0.452189
436; true; 0.356992
437; true; 0.300929
431; true; 0.227536
424; true; 0.206084
426; true; 0.131768
432; true; 0.0011217
# FractureId; NumTraces
25; 6
# TraceId; Tips; Length
440; true; 1.98426
439; true; 0.654654
441; true; 0.508283
444; true; 0.452189
442; true; 0.227536
443; true; 0.0011217
# FractureId; NumTraces
26; 5
# TraceId; Tips; Length
448; true; 0.884206
445; true; 0.337202
449; true; 0.300929
447; true; 0.179906
446; true; 0.131768
# FractureId; NumTraces
27; 62
# TraceId; Tips; Length
490; true; 2.05589
500; true; 1.85111
456; true; 1.74261
457; true; 1.5843
491; true; 1.50447
464; true; 1.36064
481; true; 1.31361
90; true; 1.25565
305; true; 1.25565
332; true; 1.25565
51; true; 1.25565
217; true; 1.25565
258; true; 1.25565
496; true; 1.17117
487; true; 1.03833
495; true; 0.929417
502; true; 0.913506
466; true; 0.898272
493; true; 0.884206
467; true; 0.850677
499; true; 0.834986
454; true; 0.785807
473; true; 0.721048
465; true; 0.704938
480; true; 0.694066
469; true; 0.688128
463; true; 0.672126
458; true; 0.654654
450; true; 0.641237
461; true; 0.616196
472; true; 0.580702
503; true; 0.577521
492; true; 0.562034
479; true; 0.550093
504; true; 0.528288
486; true; 0.496904
484; true; 0.496203
497; true; 0.494554
468; true; 0.443895
478; true; 0.391448
505; true; 0.378114
452; true; 0.337202
471; true; 0.330953
474; true; 0.328065
485; true; 0.309879
501; true; 0.300929
494; true; 0.283008
455; true; 0.257116
453; true; 0.240421
488; true; 0.214929
451; true; 0.211488
498; true; 0.204357
475; true; 0.186137
477; true; 0.179906
460; true; 0.15018
462; true; 0.131768
459; true; 0.101342
483; true; 0.0985075
476; true; 0.0954158
470; true; 0.0160715
482; true; 0.0094068
489; true; 0.0011217
# FractureId; NumTraces
28; 10
# TraceId; Tips; Length
510; true; 0.721048
508; true; 0.654654
513; true; 0.496203
514; true; 0.452189
515; true; 0.300929
506; true; 0.240421
507; true; 0.206084
511; true; 0.179906
509; true; 0.131768
512; true; 0.0166911
# FractureId; NumTraces
29; 16
# TraceId; Tips; Length
523; true; 1.72855
527; true; 1.42612
526; true; 0.929417
517; true; 0.898272
518; true; 0.850677
516; true; 0.654654
450; true; 0.641237
530; true; 0.577521
525; true; 0.562034
524; true; 0.496203
528; true; 0.494554
519; true; 0.328065
529; true; 0.300929
520; true; 0.186137
522; true; 0.179906
521; true; 0.0954158
# FractureId; NumTraces
30; 7
# TraceId; Tips; Length
533; true; 1.98426
536; true; 0.496203
531; true; 0.206084
534; true; 0.179906
532; true; 0.131768
535; true; 0.0166911
537; true; 0.0011217
# FractureId; NumTraces
31; 3
# TraceId; Tips; Length
538; true; 1.72855
540; true; 0.577521
539; true; 0.496203
# FractureId; NumTraces
32; 68
# TraceId; Tips; Length
571; true; 2.36329
544; true; 2.25321
588; true; 2.05589
550; true; 1.99173
563; true; 1.98426
549; true; 1.84626
548; true; 1.74261
581; true; 1.72855
576; true; 1.62887
541; true; 1.57059
559; true; 1.51438
595; true; 1.42612
573; true; 1.38983
596; true; 1.17117
602; true; 1.16584
567; true; 1.10644
554; true; 1.06065
584; true; 1.03833
594; true; 0.929417
545; true; 0.915128
603; true; 0.913506
558; true; 0.898272
591; true; 0.884206
565; true; 0.721048
556; true; 0.704938
578; true; 0.694066
597; true; 0.69092
561; true; 0.688128
555; true; 0.672126
551; true; 0.654654
553; true; 0.616196
564; true; 0.580702
590; true; 0.562034
569; true; 0.49696
582; true; 0.496203
598; true; 0.494554
587; true; 0.441682
575; true; 0.391448
589; true; 0.339087
542; true; 0.337202
566; true; 0.328065
583; true; 0.309879
601; true; 0.300929
600; true; 0.298337
593; true; 0.283008
579; true; 0.275714
547; true; 0.257116
543; true; 0.240421
585; true; 0.214929
91; true; 0.211488
146; true; 0.211488
333; true; 0.211488
451; true; 0.211488
52; true; 0.211488
546; true; 0.206084
599; true; 0.204357
570; true; 0.186137
574; true; 0.179906
552; true; 0.15018
568; true; 0.119103
592; true; 0.116559
580; true; 0.0985075
572; true; 0.0954158
560; true; 0.057716
577; true; 0.0166911
562; true; 0.0160715
557; true; 0.0158827
586; true; 0.0011217
# FractureId; NumTraces
33; 32
# TraceId; Tips; Length
625; true; 2.05589
605; true; 1.99173
604; true; 1.74261
622; true; 1.72855
620; true; 1.62887
92; true; 1.57059
541; true; 1.57059
53; true; 1.57059
629; true; 1.42612
616; true; 1.38983
630; true; 1.17117
614; true; 1.10644
607; true; 1.06065
610; true; 0.938887
628; true; 0.929417
632; true; 0.913506
626; true; 0.779405
631; true; 0.69092
608; true; 0.672126
612; true; 0.580702
627; true; 0.562034
615; true; 0.49696
623; true; 0.496203
618; true; 0.391448
613; true; 0.328065
624; true; 0.309879
617; true; 0.179906
619; true; 0.127916
606; true; 0.101342
621; true; 0.0985075
611; true; 0.0160715
609; true; 0.0158827
# FractureId; NumTraces
34; 92
# TraceId; Tips; Length
704; true; 1.85111
640; true; 1.79627
643; true; 1.77358
637; true; 1.74261
678; true; 1.7104
638; true; 1.5843
652; true; 1.55615
693; true; 1.55401
687; true; 1.50447
690; true; 1.50037
650; true; 1.36064
674; true; 1.31361
689; true; 1.30339
646; true; 1.11162
653; true; 1.09873
664; true; 1.07945
659; true; 1.02688
686; true; 1.01157
663; true; 0.969887
666; true; 0.954313
698; true; 0.929417
667; true; 0.926213
706; true; 0.915757
709; true; 0.901789
651; true; 0.898272
696; true; 0.884206
695; true; 0.857276
654; true; 0.850677
642; true; 0.845728
681; true; 0.812963
634; true; 0.785807
636; true; 0.72223
657; true; 0.721048
673; true; 0.694066
649; true; 0.672126
691; true; 0.659866
641; true; 0.654654
665; true; 0.596727
699; true; 0.588093
707; true; 0.577521
694; true; 0.562034
670; true; 0.550093
700; true; 0.530846
708; true; 0.528288
645; true; 0.512886
661; true; 0.508283
682; true; 0.496904
680; true; 0.496203
701; true; 0.494554
679; true; 0.469362
685; true; 0.452189
660; true; 0.449824
655; true; 0.443895
639; true; 0.438861
669; true; 0.391448
688; true; 0.378398
1; true; 0.337202
322; true; 0.337202
31; true; 0.337202
542; true; 0.337202
334; true; 0.337202
452; true; 0.337202
132; true; 0.337202
218; true; 0.337202
418; true; 0.337202
445; true; 0.337202
210; true; 0.337202
259; true; 0.337202
306; true; 0.337202
197; true; 0.337202
40; true; 0.337202
658; true; 0.328065
705; true; 0.300929
703; true; 0.298337
697; true; 0.283008
692; true; 0.245713
633; true; 0.240421
677; true; 0.227536
683; true; 0.214929
635; true; 0.206084
702; true; 0.204357
672; true; 0.197573
662; true; 0.186137
668; true; 0.179906
644; true; 0.15018
648; true; 0.131768
676; true; 0.0985075
647; true; 0.0604841
656; true; 0.057716
671; true; 0.0166911
675; true; 0.0094068
684; true; 0.0011217
# FractureId; NumTraces
35; 3
# TraceId; Tips; Length
710; true; 1.5843
712; true; 0.528288
711; true; 0.443895
# FractureId; NumTraces
36; 49
# TraceId; Tips; Length
744; true; 2.58643
718; true; 2.37263
732; true; 2.36329
743; true; 2.05589
727; true; 1.98426
716; true; 1.84626
733; true; 1.74624
715; true; 1.74261
736; true; 1.66714
723; true; 1.36064
739; true; 1.31361
747; true; 1.17117
740; true; 1.03833
713; true; 0.915128
751; true; 0.913506
746; true; 0.884206
749; true; 0.834986
724; true; 0.760187
730; true; 0.721048
738; true; 0.694066
726; true; 0.688128
722; true; 0.672126
717; true; 0.654654
729; true; 0.580702
752; true; 0.577521
745; true; 0.562034
719; true; 0.512886
748; true; 0.494554
734; true; 0.487296
742; true; 0.452189
731; true; 0.449824
725; true; 0.443895
753; true; 0.378114
728; true; 0.330953
750; true; 0.300929
506; true; 0.240421
290; true; 0.240421
633; true; 0.240421
543; true; 0.240421
453; true; 0.240421
328; true; 0.240421
219; true; 0.240421
147; true; 0.240421
714; true; 0.206084
735; true; 0.179906
721; true; 0.131768
720; true; 0.0604841
737; true; 0.0166911
741; true; 0.0011217
# FractureId; NumTraces
37; 11
# TraceId; Tips; Length
758; true; 1.72855
454; true; 0.785807
634; true; 0.785807
754; true; 0.654654
760; true; 0.562034
757; true; 0.550093
761; true; 0.494554
762; true; 0.300929
759; true; 0.214929
756; true; 0.179906
755; true; 0.131768
# FractureId; NumTraces
38; 53
# TraceId; Tips; Length
798; true; 3.25765
769; true; 2.37263
783; true; 2.36329
220; true; 2.25321
260; true; 2.25321
148; true; 2.25321
41; true; 2.25321
544; true; 2.25321
335; true; 2.25321
789; true; 2.13496
794; true; 2.05589
777; true; 1.98426
767; true; 1.84626
797; true; 1.83792
765; true; 1.74261
790; true; 1.72855
786; true; 1.66714
766; true; 1.5843
772; true; 1.51438
784; true; 1.38983
787; true; 1.31361
795; true; 1.30339
806; true; 1.24558
800; true; 1.17117
780; true; 1.10644
807; true; 0.913506
799; true; 0.884206
771; true; 0.850677
805; true; 0.834986
779; true; 0.721048
802; true; 0.69092
775; true; 0.688128
770; true; 0.672126
778; true; 0.580702
808; true; 0.577521
796; true; 0.562034
801; true; 0.530846
809; true; 0.528288
763; true; 0.514026
782; true; 0.49696
791; true; 0.496203
803; true; 0.494554
773; true; 0.443895
792; true; 0.309879
764; true; 0.257116
804; true; 0.204357
785; true; 0.179906
781; true; 0.119103
768; true; 0.101342
774; true; 0.057716
776; true; 0.0160715
788; true; 0.0094068
793; true; 0.0011217
# FractureId; NumTraces
39; 44
# TraceId; Tips; Length
837; true; 1.50037
818; true; 1.09873
12; true; 0.915128
384; true; 0.915128
419; true; 0.915128
545; true; 0.915128
713; true; 0.915128
848; true; 0.913506
843; true; 0.884206
816; true; 0.760187
821; true; 0.721048
815; true; 0.704938
829; true; 0.694066
820; true; 0.688128
812; true; 0.654654
842; true; 0.562034
823; true; 0.508283
832; true; 0.496203
845; true; 0.494554
811; true; 0.470874
838; true; 0.456481
835; true; 0.452189
819; true; 0.443895
836; true; 0.378398
839; true; 0.356992
841; true; 0.339087
822; true; 0.328065
847; true; 0.300929
846; true; 0.298337
830; true; 0.275714
840; true; 0.245713
831; true; 0.227536
833; true; 0.214929
810; true; 0.206084
828; true; 0.197573
824; true; 0.186137
825; true; 0.179906
814; true; 0.131768
826; true; 0.127916
844; true; 0.116559
813; true; 0.0604841
827; true; 0.0166911
817; true; 0.0158827
834; true; 0.0011217
# FractureId; NumTraces
40; 68
# TraceId; Tips; Length
869; true; 2.36329
889; true; 2.05589
865; true; 1.98426
851; true; 1.84626
871; true; 1.74223
858; true; 1.36064
878; true; 1.31361
890; true; 1.30339
880; true; 1.21923
879; true; 1.11886
862; true; 1.09873
895; true; 1.09399
883; true; 1.03833
857; true; 1.00159
887; true; 0.956749
897; true; 0.925313
899; true; 0.913506
893; true; 0.884206
896; true; 0.834986
882; true; 0.812963
860; true; 0.760187
849; true; 0.72223
867; true; 0.721048
859; true; 0.704938
864; true; 0.688128
852; true; 0.654654
894; true; 0.588093
900; true; 0.577521
874; true; 0.550093
901; true; 0.528288
854; true; 0.512886
868; true; 0.508283
870; true; 0.487296
850; true; 0.470874
881; true; 0.469362
891; true; 0.456481
886; true; 0.452189
875; true; 0.448653
863; true; 0.443895
888; true; 0.441682
902; true; 0.378114
892; true; 0.339087
866; true; 0.330953
898; true; 0.300929
884; true; 0.214929
149; true; 0.206084
133; true; 0.206084
198; true; 0.206084
714; true; 0.206084
635; true; 0.206084
11; true; 0.206084
424; true; 0.206084
507; true; 0.206084
531; true; 0.206084
546; true; 0.206084
810; true; 0.206084
221; true; 0.206084
385; true; 0.206084
13; true; 0.206084
877; true; 0.197573
872; true; 0.179906
853; true; 0.15018
856; true; 0.131768
873; true; 0.127916
855; true; 0.0604841
876; true; 0.0166911
861; true; 0.0158827
885; true; 0.0011217
# FractureId; NumTraces
41; 16
# TraceId; Tips; Length
913; true; 0.857276
199; true; 0.72223
636; true; 0.72223
849; true; 0.72223
909; true; 0.694066
903; true; 0.654654
915; true; 0.577521
912; true; 0.562034
906; true; 0.508283
910; true; 0.496203
905; true; 0.328065
914; true; 0.300929
911; true; 0.245713
907; true; 0.186137
904; true; 0.131768
908; true; 0.0166911
# FractureId; NumTraces
42; 6
# TraceId; Tips; Length
921; true; 3.25765
917; true; 2.36329
919; true; 1.03833
916; true; 0.721048
918; true; 0.179906
920; true; 0.0011217
# FractureId; NumTraces
43; 20
# TraceId; Tips; Length
931; true; 2.13496
923; true; 1.74261
932; true; 1.72855
926; true; 1.51438
929; true; 1.31361
937; true; 1.24558
934; true; 1.17117
933; true; 0.884206
925; true; 0.850677
924; true; 0.672126
938; true; 0.577521
935; true; 0.530846
763; true; 0.514026
336; true; 0.514026
261; true; 0.514026
927; true; 0.443895
922; true; 0.257116
936; true; 0.204357
928; true; 0.0954158
930; true; 0.0094068
# FractureId; NumTraces
44; 9
# TraceId; Tips; Length
943; true; 2.05589
939; true; 0.704938
942; true; 0.496203
386; true; 0.470874
811; true; 0.470874
850; true; 0.470874
944; true; 0.245713
940; true; 0.186137
941; true; 0.0166911
# FractureId; NumTraces
45; 51
# TraceId; Tips; Length
966; true; 2.36329
971; true; 2.13496
975; true; 2.05589
946; true; 1.99173
960; true; 1.98426
945; true; 1.74261
972; true; 1.72855
970; true; 1.62887
955; true; 1.51438
967; true; 1.38983
984; true; 1.28566
985; true; 1.24558
981; true; 1.17117
963; true; 1.10644
952; true; 0.938887
980; true; 0.929417
987; true; 0.913506
953; true; 0.898272
979; true; 0.884206
954; true; 0.850677
976; true; 0.779405
962; true; 0.721048
950; true; 0.704938
958; true; 0.688128
949; true; 0.672126
947; true; 0.654654
961; true; 0.580702
988; true; 0.577521
978; true; 0.562034
982; true; 0.530846
965; true; 0.49696
973; true; 0.496203
983; true; 0.494554
956; true; 0.443895
977; true; 0.339087
974; true; 0.309879
986; true; 0.300929
222; true; 0.257116
547; true; 0.257116
922; true; 0.257116
93; true; 0.257116
337; true; 0.257116
764; true; 0.257116
455; true; 0.257116
968; true; 0.179906
969; true; 0.127916
964; true; 0.119103
948; true; 0.101342
957; true; 0.057716
959; true; 0.0160715
951; true; 0.0158827
# FractureId; NumTraces
46; 71
# TraceId; Tips; Length
1014; true; 2.36329
1023; true; 2.13496
1029; true; 2.05589
1006; true; 1.98426
338; true; 1.74261
54; true; 1.74261
456; true; 1.74261
548; true; 1.74261
14; true; 1.74261
637; true; 1.74261
94; true; 1.74261
765; true; 1.74261
923; true; 1.74261
945; true; 1.74261
262; true; 1.74261
223; true; 1.74261
150; true; 1.74261
604; true; 1.74261
715; true; 1.74261
1024; true; 1.72855
1018; true; 1.62887
1001; true; 1.51438
1035; true; 1.42612
1015; true; 1.38983
995; true; 1.36064
1020; true; 1.31361
1041; true; 1.24558
1036; true; 1.17117
1022; true; 1.11886
1011; true; 1.10644
1027; true; 1.03833
998; true; 0.938887
1034; true; 0.929417
1043; true; 0.913506
999; true; 0.898272
1033; true; 0.884206
1000; true; 0.850677
1030; true; 0.779405
1009; true; 0.721048
996; true; 0.704938
1019; true; 0.694066
1038; true; 0.69092
1004; true; 0.688128
994; true; 0.672126
989; true; 0.654654
992; true; 0.616196
1008; true; 0.580702
1044; true; 0.577521
1032; true; 0.562034
1037; true; 0.530846
1013; true; 0.49696
1025; true; 0.496203
1039; true; 0.494554
1002; true; 0.443895
1017; true; 0.391448
1031; true; 0.339087
1007; true; 0.330953
1010; true; 0.328065
1026; true; 0.309879
1042; true; 0.300929
1021; true; 0.275714
1040; true; 0.204357
1016; true; 0.179906
991; true; 0.15018
993; true; 0.131768
1012; true; 0.119103
990; true; 0.101342
1003; true; 0.057716
1005; true; 0.0160715
997; true; 0.0158827
1028; true; 0.0011217
# FractureId; NumTraces
47; 4
# TraceId; Tips; Length
200; true; 1.19298
1047; true; 0.577521
1045; true; 0.508283
1046; true; 0.245713
# FractureId; NumTraces
48; 9
# TraceId; Tips; Length
457; true; 1.5843
638; true; 1.5843
766; true; 1.5843
710; true; 1.5843
1052; true; 0.577521
1050; true; 0.496203
1051; true; 0.494554
1048; true; 0.443895
1049; true; 0.179906
# FractureId; NumTraces
49; 53
# TraceId; Tips; Length
1070; true; 2.36329
1079; true; 2.13496
1085; true; 2.05589
1063; true; 1.98426
151; true; 1.84626
851; true; 1.84626
767; true; 1.84626
549; true; 1.84626
2; true; 1.84626
224; true; 1.84626
716; true; 1.84626
323; true; 1.84626
339; true; 1.84626
1081; true; 1.72855
1074; true; 1.66714
1075; true; 1.62887
1059; true; 1.51438
1071; true; 1.38983
1056; true; 1.36064
1077; true; 1.31361
1094; true; 1.24558
1090; true; 1.17117
1095; true; 1.16584
1067; true; 1.10644
1083; true; 1.03833
1096; true; 0.913506
1093; true; 0.834986
1057; true; 0.760187
1066; true; 0.721048
1061; true; 0.688128
1065; true; 0.580702
1089; true; 0.562034
1091; true; 0.530846
1054; true; 0.512886
1069; true; 0.49696
1092; true; 0.494554
1072; true; 0.487296
1086; true; 0.456481
1076; true; 0.448653
1060; true; 0.443895
1087; true; 0.356992
1088; true; 0.339087
1064; true; 0.330953
1082; true; 0.309879
1080; true; 0.227536
1073; true; 0.179906
1068; true; 0.119103
1053; true; 0.101342
1055; true; 0.0604841
1062; true; 0.0160715
1058; true; 0.0158827
1078; true; 0.0094068
1084; true; 0.0011217
# FractureId; NumTraces
50; 24
# TraceId; Tips; Length
1113; true; 3.25765
1104; true; 2.36329
1111; true; 2.05589
550; true; 1.99173
95; true; 1.99173
387; true; 1.99173
605; true; 1.99173
946; true; 1.99173
55; true; 1.99173
